@@163497	##	fo
In	in	ii
1925	1925	mc
,	,	y
the	the	at
preponderance	preponderance	nn1
of	of	io
farmers	farmer	nn2
becoming	become	vvg
city	city	nn1
men	man	nn2
over	over	ii
city	city	nn1
men	man	nn2
becoming	become	vvg
farmers	farmer	nn2
,	,	y
was	be	vbdz
834,000	834,000	mc	
.	.	y
In	in	ii
1926	1926	mc
,	,	y
it	it	pph1
was	be	vbdz
1,020,000	1,020,000	mc	
.	.	y
Last	last	md
year	year	nnt1
,	,	y
it	it	pph1
dropped	drop	vvd
to	to	ii
604,000	604,000	mc	
.	.	y
Secretary	secretary	nn1
of	of	io
Agriculture	agriculture	nn1
Jardine	jardine	np1
,	,	y
part	part	nn1
of	of	io
whose	whose	ddqge
business	business	nn1
it	it	pph1
is	be	vbz
to	to	to
tabulate	tabulate	vvi
these	these	dd2
transmigrations	transmigrations	nn2
,	,	y
said	say	vvd
he	he	pphs1
believed	believe	vvd
that	that	cst
the	the	at
new	new	jj
figures	figure	nn2
"	"	"
reflect	reflect	vv0
the	the	at
improved	improve	jj
agricultural	agricultural	jj
conditions	condition	nn2
,	,	y
the	the	at
disillusionment	disillusionment	nn1
of	of	io
those	those	dd2
who	who	pnqs
sought	seek	vvd
better	better	rrr_jjr
economic	economic	jj
conditions	condition	nn2
in	in	ii
cities	city	nn2
.	.	y
.	.	y
.	.	y
and	and	cc
the	the	at
slight	slight	jj
slackening	slackening	nn1@
of	of	io
industrial	industrial	jj
employment	employment	nn1
.	.	y
"	"	"
