@@254620	##	fo
A	a	zz1
delegation	delegation	nn1
of	of	io
civic	civic	jj
patriots	patriot	nn2
from	from	ii
Caltagirone	caltagirone	np1_nn1	
,	,	y
Sicily	sicily	np1
,	,	y
sought	seek	vvd_vvn
the	the	at
dark	dark	nn1_jj
,	,	y
high-ceilinged	high-ceilinged	jj
office	office	nn1
of	of	io
Signor	signor	nnb
Mussolini	mussolini	np1
in	in	ii
the	the	at
Palazzo	palazzo	np1_nn1
Chigi	chigi	np1_nn1
last	last	md
week	week	nnt1
and	and	cc
humbly	humbly	rr
petitioned	petition	vvn_vvd
that	that	cst
he	he	pphs1
would	would	vm
deign	deign	vvi
to	to	to
raise	raise	vvi
their	their	appge
region	region	nn1
to	to	ii
the	the	at
rank	rank	nn1
of	of	io
a	a	at1
province	province	nn1
.	.	y
.	.	y
.	.	y
.	.	y
<P>	<p>	null	
At	at	ii
the	the	at
request	request	nn1
Il	il	fw
Duce	duce	np1
frowned	frown	vvd
.	.	y
Frowned	frown	vvd_vvn@
also	also	rr
the	the	at
perpetually	perpetually	rr
lowering	lower	vvg
busts	bust	nn2
of	of	io
the	the	at
chief	chief	jj_nn1
Roman	roman	jj_nn1
Emperors	emperor	nn2
which	which	ddq
stand	stand	vv0
on	on	ii_rp@
pedestals	pedestal	nn2
about	about	ii
the	the	at
new	new	jj
Caesar	caesar	np1
's	's	ge
office	office	nn1
.	.	y
The	the	at
citizens	citizen	nn2
of	of	io
Caltagirone	caltagirone	np1_nn1	
shuffled	shuffle	vvd
uneasily	uneasily	rr
,	,	y
prepared	prepare	vvn_jj_vvd@
to	to	to
bow	bow	vvi
and	and	cc
scuttle	scuttle	vvi
out	out	rp
.	.	y
<P>	<p>	null	
Suddenly	suddenly	rr
the	the	at
brow	brow	nn1
of	of	io
Signor	signor	nnb
Mussolini	mussolini	np1
relaxed	relax	vvd
.	.	y
Rising	rise	vvg
he	he	pphs1
cried	cry	vvd
:	:	y
"	"	"
Citizens	citizen	nn2
,	,	y
I	i	ppis1
shall	shall	vm
create	create	vvi
no	no	at
new	new	jj
provinces	province	nn2
until	until	ii
1932	1932	mc
.	.	y
But	but	ccb
do	do	vd0
not	not	xx
despair	despair	vvi
!	!	!
.	.	y
.	.	y
.	.	y
When	when	rrq_cs
that	that	dd1
time	time	nnt1
comes	come	vvz
,	,	y
I	i	ppis1
shall	shall	vm
reward	reward	vvi
those	those	dd2
regions	region	nn2
which	which	ddq
have	have	vh0
shown	show	vvn
themselves	themselves	ppx2
the	the	at
most	most	rgt
laborious	laborious	jj
,	,	y
best	best	rrt
disciplined	discipline	vvn
and	and	cc
most	most	rgt_dat
prolific	prolific	jj
.	.	y
.	.	y
.	.	y
.	.	y
Citizens	citizen	nn2
!	!	!
Return	return	vv0_nn1
to	to	ii
Caltagirone	caltagirone	np1_nn1	
and	and	cc
achieve	achieve	vv0
these	these	dd2
three	three	mc
glorious	glorious	jj
goals	goal	nn2
.	.	y
.	.	y
.	.	y
.	.	y
"	"	"
