@@219745	##	fo
Though	though	cs
Austria	austria	np1
has	have	vhz
been	be	vbn
invited	invite	vvn
to	to	ii
the	the	at
1924	1924	mc
Olympic	olympic	jj
Games	game	nn2
,	,	y
the	the	at
International	international	jj
Committee	committee	nn1
resolved	resolve	vvd_vvn
to	to	to
bar	bar	vvi
Germany	germany	np1
.	.	y
It	it	pph1
was	be	vbdz
pointed	point	vvn
out	out	rp
that	that	cst
the	the	at
spectacle	spectacle	nn1
of	of	io
German	german	jj_nn1
athletes	athlete	nn2
in	in	ii
the	the	at
Grand	grand	jj
Parade	parade	nn1
of	of	io
the	the	at
Nations	nation	nn2
might	might	vm
stir	stir	vvi
more	more	dar_rrr
than	than	csn
the	the	at
memories	memory	nn2
of	of	io
those	those	dd2
present	present	jj_vv0@_nn1
in	in	ii
the	the	at
Paris	paris	np1
Stadium	stadium	nn1
.	.	y
Russia	russia	np1
,	,	y
too	too	rr@_rg
,	,	y
was	be	vbdz
barred	bar	vvn
.	.	y
By	by	ii
invitation	invitation	nn1
of	of	io
President	president	nnb
Masaryk	masaryk	np1
of	of	io
the	the	at
CzechoSlovak	czechoslovak	jj_nn1	
Republic	republic	nn1
,	,	y
the	the	at
Olympic	olympic	jj
Congress	congress	nn1
of	of	io
1925	1925	mc
will	will	vm
be	be	vbi
held	hold	vvn
in	in	ii
Prague	prague	np1
.	.	y
Pope	pope	nnb
Pius	piu	np1
granted	grant	vvd
an	an	at1
audience	audience	nn1
to	to	ii
the	the	at
International	international	jj
Olympic	olympic	jj
Committee	committee	nn1
and	and	cc
praised	praise	vvd
their	their	appge
efforts	effort	nn2
for	for	if
clean	clean	jj
,	,	y
moral	moral	jj
sport	sport	nn1
.	.	y
