@@220199	##	fo
Unnamed	unnamed	jj
and	and	cc
mysterious	mysterious	jj
interests	interest	nn2
stand	stand	vv0
behind	behind	ii
a	a	at1
bill	bill	nn1
introduced	introduce	vvn_vvd
into	into	ii
Congress	congress	nn1
to	to	to
sell	sell	vvi
Muscle	muscle	nn1
Shoals	shoal	nn2
,	,	y
the	the	at
government	government	nn1
nitrate	nitrate	nn1
plant	plant	nn1
in	in	ii
Alabama	alabama	np1
,	,	y
to	to	ii
Representative	representative	jj_nn1
John	john	np1
Kissel	kissel	np1_nn1@	
of	of	io
Brooklyn	brooklyn	np1
.	.	y
<P>	<p>	null	
The	the	at
property	property	nn1
cost	cost	vv0_vvd@_nn1
the	the	at
government	government	nn1
$100,000,000	$100,000,000	nnu
;	;	y
Henry	henry	np1
Ford	ford	np1
offered	offer	vvd
$5,000,000	$5,000,000	nnu
cash	cash	nn1
;	;	y
now	now	rt
Mr.	mr.-	nnb
Kissel	kissel	np1
raises	raise	vvz
the	the	at
bid	bid	nn1
to	to	ii
$6,000,000	$6,000,000	nnu
.	.	y
<P>	<p>	null	
Mr.	mr.-	nnb
Kissel	kissel	np1
is	be	vbz
noted	note	vvn
in	in	ii
Congress	congress	nn1
as	as	csa
being	be	vbg
a	a	at1
"	"	"
consistent	consistent	jj
sponsor	sponsor	nn1
of	of	io
resolutions	resolution	nn2
.	.	y
"	"	"
He	he	pphs1
once	once	rr
proposed	propose	vvd
that	that	cst
the	the	at
daisy	daisy	nn1
be	be	vbi
adopted	adopt	vvn
as	as	ii_csa
the	the	at
national	national	jj
flower	flower	nn1
.	.	y
