@@220008	##	fo
No	no	at
sooner	sooner	rrr
have	have	vh0
the	the	at
anaesthetic	anaesthetic	nn1
merits	merit	nn2
of	of	io
ethylene	ethylene	nn1
been	be	vbn
successfully	successfully	rr
demonstrated	demonstrate	vvn
by	by	ii
Chicago	chicago	np1
physiologists	physiologist	nn2
than	than	csn
another	another	dd1
candidate	candidate	nn1
for	for	if
sleep	sleep	nn1
producing	produce	vvg
honors	honor	nn2
arises	arise	vvz
in	in	ii
Germany	germany	np1
.	.	y
A	a	at1
writer	writer	nn1
in	in	ii
The	the	at
London	london	np1
Lancet	lancet	np1
describes	describe	vvz
an	an	at1
anaesthetic	anaesthetic	nn1
discovered	discover	vvd_vvn@
by	by	ii
Professor	professor	nnb
K.	k.-the	np1
Gauss	gauss	np1
,	,	y
of	of	io
Freiburg	freiburg	np1
,	,	y
composed	compose	vvd_vvn
of	of	io
40%	40%	nnu
purified	purified	jj@_vvd
acetylene	acetylene	nn1
and	and	cc
60%	60%	nnu
oxygen	oxygen	nn1
,	,	y
deodorized	deodorized	vvn
by	by	ii
oil	oil	nn1
of	of	io
pine	pine	nn1
.	.	y
Already	already	rr
more	more	dar
than	than	csn
500	500	mc
operations	operation	nn2
are	be	vbr
said	say	vvn@
to	to	to
have	have	vhi
been	be	vbn
performed	perform	vvn
under	under	ii
it	it	pph1
with	with	iw
no	no	at
harmful	harmful	jj
results	result	nn2
.	.	y
