@@164206	##	fo
Gulping	gulp	vvg_nn1@
mail	mail	nn1
clerks	clerk	nn2
at	at	ii
Southampton	southampton	np1
,	,	y
England	england	np1
,	,	y
last	last	md
month	month	nnt1
reported	report	vvd_vvn
a	a	at1
"	"	"
$500,000	$500,000	nnu
mail	mail	nn1
robbery	robbery	nn1
"	"	"
from	from	ii
sacks	sack	nn2
ferried	ferry	vvn_vvd
abroad	abroad	rl
in	in	ii
the	the	at
Leviathan	leviathan	np1_nn1@
.	.	y
The	the	at
ship	ship	nn1
was	be	vbdz
detained	detain	vvn
at	at	ii
Southampton	southampton	np1
during	during	ii
a	a	at1
long	long	jj
investigation	investigation	nn1
.	.	y
Not	not	xx
until	until	cs_ii@
last	last	md
week	week	nnt1
did	do	vdd
she	she	pphs1
get	get	vvi
back	back	rp
to	to	ii
Manhattan	manhattan	np1
.	.	y
By	by	ii
that	that	dd1
time	time	nnt1
the	the	at
Leviathan	leviathan	np1_nn1@
robbery	robbery	nn1
had	have	vhd
shriveled	shrivel	vvn
to	to	ii
some	some	dd
$10,000	$10,000	nnu
worth	worth	nn1@
of	of	io
valuables	valuables	nn2
actually	actually	rr
removed	remove	vvn_vvd
from	from	ii
some	some	dd
1,300	1,300	mc
registered	registered	jj
letters	letter	nn2
.	.	y
The	the	at
thieving	thieving	nn1
had	have	vhd
apparently	apparently	rr
been	be	vbn
done	do	vdn
after	after	ii_cs
the	the	at
Leviathan	leviathan	np1_nn1@
docked	dock	vvd_vvn
at	at	ii
Southampton	southampton	np1
.	.	y
Suspicion	suspicion	nn1_np1@
attached	attach	vvn_vvd@
to	to	ii
a	a	at1
British	british	jj
member	member	nn1
of	of	io
the	the	at
crew	crew	nn1
.	.	y
