@@254398	##	fo
Bolivia	bolivia	np1
has	have	vhz
joined	join	vvn
Mexico	mexico	np1
and	and	cc
Peru	peru	np1
in	in	ii
declining	decline	vvg_jj
to	to	to
be	be	vbi
present	present	jj_nn1
at	at	ii
the	the	at
fifth	fifth	md
Pan-American	pan-american	jj
Conference	conference	nn1
to	to	to
commence	commence	vvi
at	at	ii
Santiago	santiago	np1
de	de	np1
Chile	chile	np1
this	this	dd1
month	month	nnt1
.	.	y
Reason	reason	nn1_vv0@
:	:	y
Failure	failure	nn1
to	to	to
secure	secure	vvi
from	from	ii
Chile	chile	np1
a	a	at1
promise	promise	nn1
to	to	to
consider	consider	vvi
a	a	at1
revision	revision	nn1
of	of	io
the	the	at
treaty	treaty	nn1
of	of	io
1904	1904	mc
,	,	y
so	so	bcl21
as	as	bcl22
to	to	to
provide	provide	vvi
for	for	if
an	an	at1
outlet	outlet	nn1
to	to	ii
the	the	at
sea	sea	nn1
.	.	y
