@@254308	##	fo
"	"	"
Most	most	dat
of	of	io
the	the	at
great	great	jj
leaders	leader	nn2
and	and	cc
reformers	reformer	nn2
who	who	pnqs
left	leave	vvd
an	an	at1
impress	impress	vv0
upon	upon	ii
their	their	appge
own	own	da
and	and	cc
subsequent	subsequent	jj
generations	generation	nn2
were	be	vbdr
not	not	xx
noted	note	vvn
for	for	if
their	their	appge
sense	sense	nn1
of	of	io
humor	humor	nn1
.	.	y
Moses	moses	np1
,	,	y
Mahomet	mahomet	np1_nn1
and	and	cc
Jesus	jesus	np1
.	.	y
.	.	y
.	.	y
are	be	vbr
outstanding	outstanding	jj
examples	example	nn2
.	.	y
The	the	at
great	great	jj
figures	figure	nn2
in	in	ii
public	public	jj
life	life	nn1
today	today	rt
are	be	vbr
,	,	y
on	on	ii
the	the	at
whole	whole	nn1
,	,	y
very	very	rg
serious-minded	serious-minded	jj
men	man	nn2
.	.	y
"	"	"
<P>	<p>	null	
So	so	rr
declared	declare	vvd_vvn
Rabbi	rabbi	nnb
Israel	israel	np1
Goldstein	goldstein	np1
,	,	y
sermonizing	sermonize	vvg
last	last	md
week	week	nnt1
in	in	ii
Temple	temple	np1
B'nai	b'nai	np1
Jesurun	jesurun	np1	
,	,	y
Manhattan	manhattan	np1
.	.	y
