@@253588	##	fo
Senator	senator	nnb
Simeon	simeon	np1
D.	d.-	np1
Fess	fess	nn1_np1	
of	of	io
Ohio	ohio	np1
is	be	vbz
a	a	at1
Republican	republican	nn1
and	and	cc
a	a	at1
personal	personal	jj
friend	friend	nn1
of	of	io
the	the	at
President	president	nn1
.	.	y
Only	only	rr
once	once	rr
has	have	vhz
he	he	pphs1
voted	vote	vvn
against	against	ii
any	any	dd
Administration	administration	nn1
measure	measure	nn1
.	.	y
In	in	ii
Chicago	chicago	np1
he	he	pphs1
predicted	predict	vvd
that	that	cst
our	our	appge
next	next	md
President	president	nn1
will	will	vm
be	be	vbi
Warren	warren	np1
G.	g.-a	np1
Harding	harding	np1
,	,	y
and	and	cc
gave	give	vvd
this	this	dd1
list	list	nn1
of	of	io
Mr.	mr.-	nnb
Harding	harding	np1
's	's	ge
accomplishments	accomplishment	nn2
as	as	csa_rg@_ii@
Chief	chief	jj
Executive	executive	nn1
:	:	y
<P>	<p>	null	
1	1	mc1
)	)	y
Restored	restore	jj_vvd	
peace	peace	nn1
and	and	cc
reopened	reopen	vvd_vvn
diplomatic	diplomatic	jj
and	and	cc
trade	trade	nn1_vv0@
relations	relation	nn2
with	with	iw
former	former	da
enemy	enemy	nn1
countries	country	nn2
.	.	y
<P>	<p>	null	
2	2	mc
)	)	y
Adjusted	adjust	vvd@_vvn_jj@	
strained	strained	jj
relations	relation	nn2
growing	grow	vvg
out	out	ii21
of	of	ii22
the	the	at
mandatory	mandatory	jj
features	feature	nn2
of	of	io
the	the	at
Versailles	versailles	np1
treaty	treaty	nn1
.	.	y
<P>	<p>	null	
3	3	mc
)	)	y
Settled	settle	vvd
foreign	foreign	jj
controversies	controversy	nn2
with	with	iw
South	south	nd1
and	and	cc
Central	central	jj
America	america	np1
.	.	y
<P>	<p>	null	
4	4	mc
)	)	y
Reduced	reduce	vvd
national	national	jj
debt	debt	nn1
nearly	nearly	rr
$3,000,000,000	$3,000,000,000	nnu	
.	.	y
<P>	<p>	null	
5	5	mc
)	)	y
Dispensed	dispense	vvd_vvn	
with	with	iw
100,000	100,000	mc
federal	federal	jj
employees	employee	nn2
and	and	cc
reduced	reduce	vvd_jj@_vvn
expenditures	expenditure	nn2
.	.	y
<P>	<p>	null	
6	6	mc
)	)	y
Brought	bring	vvd_vvn
Liberty	liberty	nn1
bonds	bond	vvz@_nn2
back	back	rp
to	to	ii
par	par	nn1
.	.	y
<P>	<p>	null	
7	7	mc
)	)	y
Reduced	reduce	vvd_jj@	
taxes	tax	nn2
.	.	y
