@@151813	##	fo
The	the	at
annual	annual	jj
Spanish	spanish	jj
war	war	nn1
in	in	ii
Morocco	morocco	np1
once	once	rr21
more	more	rr22
began	begin	vvd
.	.	y
Last	last	md
week	week	nnt1
Spanish	spanish	jj_nn1@
forces	force	nn2
,	,	y
acting	act	vvg
under	under	ii
the	the	at
direct	direct	jj
orders	order	nn2
of	of	io
the	the	at
High	high	jj
Commission	commission	nn1
,	,	y
stormed	storm	vvd
the	the	at
strongholds	stronghold	nn2
of	of	io
the	the	at
Moors	moor	nn2
.	.	y
There	there	ex
were	be	vbdr
39	39	mc
casualties	casualty	nn2
