@@253584	##	fo
The	the	at
War	war	nn1
Department	department	nn1
announced	announce	vvd_vvn
that	that	cst_dd1
300,000	300,000	mc
or	or	cc
more	more	dar
men	man	nn2
of	of	io
various	various	jj
"	"	"
civilian	civilian	jj_nn1
"	"	"
units	unit	nn2
will	will	vm
undergo	undergo	vvi
military	military	jj_nn1@
traning	traning	vvg_nn1@	
this	this	dd1
summer	summer	nnt1
.	.	y
They	they	pphs2
include	include	vv0
members	member	nn2
of	of	io
the	the	at
National	national	jj
Guard	guard	nn1
,	,	y
Organized	organize	vvd_jj@_vvn	
Reserves	reserve	nn2
,	,	y
Reserve	reserve	jj_vv0
Officers	officer	nn2
'	'	ge
Training	training	nn1
Corps	corps	nn
and	and	cc
the	the	at
Citizens	citizen	nn2
'	'	ge
Military	military	jj
Training	training	nn1
Camps	camp	nn2
.	.	y
The	the	at
Camps	camp	nn2
will	will	vm
be	be	vbi
held	hold	vvn
in	in	ii
several	several	da2
parts	part	nn2
of	of	io
the	the	at
country	country	nn1
during	during	ii
June	june	npm1
,	,	y
July	july	npm1
and	and	cc
August	august	npm1
.	.	y
About	about	rg
30,000	30,000	mc
officers	officer	nn2
and	and	cc
men	man	nn2
of	of	io
the	the	at
regular	regular	jj
army	army	nn1
will	will	vm
be	be	vbi
present	present	jj_nn1
at	at	ii
the	the	at
camps	camp	nn2
to	to	to
assist	assist	vvi
in	in	ii
the	the	at
training	training	nn1
.	.	y
