@@219694	##	fo
The	the	at
American	american	jj
bill	bill	nn1
against	against	ii
the	the	at
Germans	german	nn2
for	for	if
damages	damage	nn2
caused	cause	vvn_vvd
in	in	ii
the	the	at
war	war	nn1
amounting	amount	vvg
to	to	ii
$1,200,000,000	$1,200,000,000	nnu	
was	be	vbdz
held	hold	vvn
in	in	ii
Paris	paris	np1
as	as	ii
proof	proof	nn1
that	that	cst
the	the	at
French	french	jj_nn1
bill	bill	nn1
for	for	if
reparations	reparation	nn2
is	be	vbz
in	in	ii
no	no	at
way	way	nn1
excessive	excessive	jj
.	.	y
The	the	at
Government	government	nn1
is	be	vbz
said	say	vvn@
to	to	to
be	be	vbi
willing	willing	jj
to	to	to
accept	accept	vvi
$6,500,000,000	$6,500,000,000	nnu	
for	for	if
the	the	at
expense	expense	nn1
of	of	io
reconstructing	reconstruct	vvg
the	the	at
devastated	devastate	jj@
areas	area	nn2
.	.	y
It	it	pph1
is	be	vbz
pointed	point	vvn
out	out	rp
that	that	cst
the	the	at
United	united	np1
States	state	np1
bill	bill	nn1
is	be	vbz
about	about	rg
20%	20%	nnu
of	of	io
the	the	at
amount	amount	nn1
asked	ask	vvd_vvn@
by	by	ii
France	france	np1
,	,	y
and	and	cc
that	that	cst_dd1
by	by	ii
no	no	at
stretch	stretch	nn1@
of	of	io
imagination	imagination	nn1
could	could	vm
the	the	at
Government	government	nn1
of	of	io
the	the	at
United	united	np1
States	state	np1
contend	contend	vv0
that	that	cst
they	they	pphs2
had	have	vhd
sustained	sustain	vvn
one-fifth	one-fifth	mf
of	of	io
the	the	at
damage	damage	nn1
done	do	vdn
to	to	ii
France	france	np1
during	during	ii
the	the	at
war	war	nn1
.	.	y
