@@299819	##	fo
He	he	pphs1
who	who	pnqs
finds	find	vvz
and	and	cc
restores	restore	vvz
a	a	at1
lost	lose	jj@
thing	thing	nn1
in	in	ii
Germany	germany	np1
is	be	vbz
legally	legally	rr
entitled	entitle	vvn
to	to	ii
a	a	at1
reward	reward	nn1
of	of	io
10%	10%	nnu
of	of	io
the	the	at
value	value	nn1
of	of	io
what	what	ddq
has	have	vhz
been	be	vbn
restored	restore	vvn
.	.	y
<P>	<p>	null	
Therefore	therefore	rr
a	a	at1
Berlin	berlin	np1
taxi	taxi	nn1
driver	driver	nn1
brought	bring	vvd_vvn
suit	suit	nn1
,	,	y
last	last	md
week	week	nnt1
,	,	y
against	against	ii
a	a	at1
stingy	stingy	jj
"	"	"
Polish	polish	jj
"	"	"
businessman	businessman	nn1
who	who	pnqs
refused	refuse	vvd
to	to	to
give	give	vvi
him	him	ppho1
more	more	dar
than	than	csn
50	50	mc
marks	marks	nn2
(	(	y
$11.90	$11.90	nnu	
)	)	y
,	,	y
when	when	cs_rrq
the	the	at
honest	honest	jj
chauffeur	chauffeur	nn1
found	find	vvn_vvd
and	and	cc
restored	restore	vvn
$37,000	$37,000	nnu
in	in	ii
unregistered	unregistered	jj
,	,	y
negotiable	negotiable	jj
securities	security	nn2
.	.	y
The	the	at
reward	reward	nn1
now	now	rt
legally	legally	rr
demanded	demand	vvn
is	be	vbz
16,000	16,000	mc
marks	marks	nn2
(	(	y
$3,700	$3,700	nnu
)	)	y
.	.	y
<P>	<p>	null	
Though	though	cs
the	the	at
stingy	stingy	jj
businessman	businessman	nn1
's	's	ge
name	name	nn1
was	be	vbdz
concealed	conceal	vvn_jj
,	,	y
last	last	md
week	week	nnt1
,	,	y
it	it	pph1
is	be	vbz
natural	natural	jj_rr@
for	for	if
German	german	jj_nn1
reporters	reporter	nn2
to	to	to
dub	dub	vvi
him	him	ppho1
"	"	"
Polish	polish	jj
,	,	y
"	"	"
just	just	rr
as	as	csa
Paris	paris	np1
and	and	cc
London	london	np1
dailies	daily	nn2
hang	hang	vv0
their	their	appge
best	best	jjt
anonymous	anonymous	jj
stories	story	nn2
on	on	ii
"	"	"
an	an	at1
American	american	jj_nn1@
,	,	y
"	"	"
often	often	rr
when	when	cs_rrq
some	some	dd
prankish	prankish	jj
Argentine	argentine	nn1_jj
or	or	cc
tippling	tipple	vvg_jj@
Russian	russian	nn1@_jj
is	be	vbz
to	to	to
blame	blame	vvi
.	.	y
