@@163217	##	fo
In	in	ii
Newcomerstown	newcomerstown	np1
,	,	y
Ohio	ohio	np1
,	,	y
one	one	mc1
Jack	jack	np1
Russell	russell	np1
conducted	conduct	vvd
himself	himself	ppx1
disorderly	disorderly	jj
.	.	y
Mayor	mayor	nnb
Marion	marion	np1
Mercer	mercer	np1
fined	fine	vvd
him	him	ppho1
$10	$10	nnu
and	and	cc
costs	cost	nn2_vvz
.	.	y
Then	then	rt
the	the	at
Mayor	mayor	nn1
said	say	vvd
that	that	cst
Jack	jack	np1
Russell	russell	np1
could	could	vm
have	have	vhi
his	his	appge
money	money	nn1
back	back	rp_nn1
if	if	cs
he	he	pphs1
would	would	vm
rid	rid	vvi
Newcomerstown	newcomerstown	nn1@_np1	
of	of	io
ten	ten	mc
of	of	io
its	its	appge
"	"	"
hundreds	hundreds	m
"	"	"
of	of	io
disorderly	disorderly	jj
dogs	dog	nn2
.	.	y
Grinning	grin	vvg_jj
gladly	gladly	rr
,	,	y
Jack	jack	np1
Russell	russell	np1
went	go	vvd
down	down	ii
the	the	at
street	street	nn1
and	and	cc
began	begin	vvd
killing	kill	vvg
dogs	dog	nn2
.	.	y
Dog-owners	dog-owner	nn2	
of	of	io
Newcomerstown	newcomerstown	np1
,	,	y
irate	irate	jj
,	,	y
said	say	vvd
that	that	cst
Mayor	mayor	nnb
Mercer	mercer	np1
had	have	vhd
been	be	vbn
more	more	rgr
disorderly	disorderly	jj
than	than	csn
Jack	jack	np1
Russell	russell	np1
or	or	cc
the	the	at
dogs	dog	nn2
.	.	y
