@@220244	##	fo
There	there	ex
is	be	vbz
a	a	at1
seething	seethe	jj@
undercurrent	undercurrent	nn1
of	of	io
discontent	discontent	nn1
in	in	ii
Lisbon	lisbon	np1
,	,	y
and	and	cc
it	it	pph1
is	be	vbz
feared	fear	vvn
that	that	cst
the	the	at
nation	nation	nn1
may	may	vm
be	be	vbi
heading	head	vvg
for	for	if
another	another	dd1
revolution	revolution	nn1
.	.	y
(	(	y
The	the	at
last	last	md
one	one	pn1
was	be	vbdz
attempted	attempt	vvn
in	in	ii
1921	1921	mc
.	.	y
)	)	y
High	high	jj
cost	cost	nn1
of	of	io
living	living	nn1_vvg
is	be	vbz
the	the	at
principal	principal	jj_nn1
cause	cause	nn1
of	of	io
complaint	complaint	nn1
.	.	y
Though	though	cs
the	the	at
workmen	workman	nn2
are	be	vbr
earning	earn	vvg
good	good	jj
wages	wage	nn2
,	,	y
they	they	pphs2
complain	complain	vv0
that	that	cst
they	they	pphs2
have	have	vh0
to	to	to
spend	spend	vvi
them	them	ppho2
all	all	db
on	on	ii
food	food	nn1
.	.	y
The	the	at
price	price	nn1
of	of	io
bread	bread	nn1
is	be	vbz
said	say	vvn@
to	to	to
have	have	vhi
increased	increase	vvn
by	by	ii
150	150	mc
per	per	nnu21
cent	cent	nnu22
,	,	y
and	and	cc
other	other	jj
foodstuffs	foodstuff	nn2
have	have	vh0
been	be	vbn
proportionately	proportionately	rr
advanced	advance	vvn_vvd_jj
.	.	y
