@@220037	##	fo
Students	student	nn2
of	of	io
the	the	at
Louisiana	louisiana	np1
Girls	girl	nn2
'	'	ge
College	college	nn1
,	,	y
Newcomb	newcomb	np1
,	,	y
having	have	vhg
failed	fail	vvn
in	in	ii
an	an	at1
"	"	"
intelligence	intelligence	nn1
test	test	nn1_vv0
to	to	to
determine	determine	vvi
their	their	appge
knowledge	knowledge	nn1
of	of	io
every	every	at1
day	day	nnt1
subjects	subject	nn2
,	,	y
"	"	"
instituted	institute	vvd_vvn
a	a	at1
similar	similar	jj
examination	examination	nn1
of	of	io
23	23	mc
members	member	nn2
of	of	io
the	the	at
Faculty	faculty	nn1
.	.	y
The	the	at
results	result	nn2
were	be	vbdr
discouraging	discourage	vvg_jj
.	.	y
Al	al	np1
Jolson	jolson	np1
was	be	vbdz
found	find	vvn
to	to	to
be	be	vbi
a	a	at1
wrestling	wrestling	nn1
champion	champion	nn1
;	;	y
sequins	sequin	nn2
were	be	vbdr
fish	fish	nn
;	;	y
Maraschino	maraschino	np1	
,	,	y
well-known	well-known	jj
cherry	cherry	nn1
,	,	y
was	be	vbdz
a	a	at1
premier	premier	nn1
of	of	io
Russia	russia	np1
;	;	y
and	and	cc
Filet	filet	np1_nn1
Mignon	mignon	np1_nn1
was	be	vbdz
an	an	at1
opera	opera	nn1
by	by	ii
Puccini	puccini	np1
.	.	y
It	it	pph1
is	be	vbz
understood	understand	vvn
that	that	dd1_cst
intelligence	intelligence	nn1
is	be	vbz
not	not	xx
a	a	at1
popular	popular	jj
subject	subject	nn1
at	at	ii
the	the	at
college	college	nn1
.	.	y
