@@254278	##	fo
Near	near	ii21
to	to	ii22
apoplexy	apoplexy	nn1
,	,	y
last	last	md
week	week	nnt1
,	,	y
was	be	vbdz
Dr.	dr.-i	nnb
Hugo	hugo	np1
Eckener	eckener	np1_nn1	
.	.	y
His	his	appge
Graf	graf	nn1_np1
Zeppelin	zeppelin	np1_nn1@
was	be	vbdz
about	about	rpk
to	to	to
sail	sail	vvi
from	from	ii
Friedrichshafen	friedrichshafen	np1_nn1_jj
on	on	ii
a	a	at1
Mediterranean	mediterranean	jj
cruise	cruise	nn1
with	with	iw
28	28	mc
passengers	passenger	nn2
at	at	ii
$720	$720	nnu
per	per	ii
head	head	nn1
,	,	y
when	when	cs_rrq
he	he	pphs1
learned	learn	vvd
that	that	cst_dd1
French	french	jj_nn1
officialdom	officialdom	nn1
had	have	vhd
forbidden	forbid	vvn
him	him	ppho1
to	to	to
cross	cross	vvi
any	any	dd
part	part	nn1
of	of	io
France	france	np1
except	except	cs_ii
at	at	ii
night	night	nnt1
,	,	y
and	and	cc
except	except	cs_vv0%
by	by	ii31
way	way	ii32
of	of	ii33
the	the	at
mountainous	mountainous	jj
Swiss	swiss	jj
border	border	nn1
.	.	y
England	england	np1
had	have	vhd
recently	recently	rr
blocked	block	vvn
his	his	appge
passing	pass	nn1_jj
over	over	ii
Egypt	egypt	np1
.	.	y
Cried	cry	vvd
the	the	at
heckled	heckle	jj@
aviator	aviator	nn1
:	:	y
"	"	"
It	it	pph1
is	be	vbz
a	a	at1
heartbreaking	heartbreaking	jj
struggle	struggle	nn1
to	to	to
achieve	achieve	vvi
anything	anything	pn1
.	.	y
"	"	"
<P>	<p>	null	
Nonetheless	nonetheless	rr
the	the	at
Graf	graf	np1_nn1
Zeppelin	zeppelin	np1
started	start	vvd
for	for	if
a	a	at1
non-stop	non-stop	jj
flight	flight	nn1
of	of	io
5,000	5,000	mc
miles	mile	nnu2
.	.	y
