@@219692	##	fo
Mary	mary	np1
MacSwiney	macswiney	np1	
,	,	y
Countess	countess	nnb
Markievicz	markievicz	np1
,	,	y
Count	count	nnb
Plunkett	plunkett	np1
,	,	y
all	all	db_rr@
prominent	prominent	jj
Republicans	republican	nn2
,	,	y
were	be	vbdr
arrested	arrest	vvn
and	and	cc
placed	place	vvn
in	in	ii
Tipperary	tipperary	np1
jail	jail	nn1
.	.	y
<P>	<p>	null	
Liam	liam	np1
Lynch	lynch	np1
,	,	y
Chief	chief	nn1
of	of	io
Staff	staff	nn
of	of	io
the	the	at
Republican	republican	nn1_jj@
Army	army	nn1
was	be	vbdz
wounded	wound	vvn
seriously	seriously	rr
by	by	ii
Free	free	jj
State	state	nn1
troops	troop	nn2
near	near	ii
Newcastle	newcastle	np1
,	,	y
County	county	nn1
Limerick	limerick	np1_nn1@
.	.	y
He	he	pphs1
died	die	vvd
a	a	at1
few	few	da2
hours	hour	nnt2
later	later	rrr
.	.	y
Thus	thus	rr
ends	end	vvz
the	the	at
life	life	nn1
of	of	io
one	one	mc1
of	of	io
the	the	at
most	most	rgt
powerful	powerful	jj
Republican	republican	nn1_jj@
leaders	leader	nn2
.	.	y
<P>	<p>	null	
The	the	at
Free	free	jj
State	state	nn1
Government	government	nn1
announced	announce	vvd_vvn
the	the	at
execution	execution	nn1
of	of	io
six	six	mc
rebels	rebel	nn2
at	at	ii
Tuam	tuam	np1_nn1
,	,	y
County	county	nn1
Galway	galway	np1
.	.	y
<P>	<p>	null	
Important	important	jj
resolutions	resolution	nn2
concerning	concerning	ii_vvg
an	an	at1
Irish	irish	jj
peace	peace	nn1
were	be	vbdr
reported	report	vvn
to	to	to
have	have	vhi
been	be	vbn
passed	pass	vvn
by	by	ii
a	a	at1
meeting	meeting	nn1
of	of	io
the	the	at
Irish	irish	jj
Hierarchy	hierarchy	nn1
,	,	y
under	under	ii
the	the	at
presidency	presidency	nn1
of	of	io
Cardinal	cardinal	nnb
Logue	logue	np1
.	.	y
<P>	<p>	null	
Railways	railway	nn2
are	be	vbr
reported	report	vvn
to	to	to
be	be	vbi
maintaining	maintain	vvg
normal	normal	jj
service	service	nn1
.	.	y
<P>	<p>	null	
The	the	at
Free	free	jj
State	state	nn1
Government	government	nn1
sent	send	vvd_vvn
an	an	at1
invitation	invitation	nn1
to	to	ii
the	the	at
Northern	northern	jj
Parliament	parliament	nn1
to	to	to
join	join	vvi
in	in	ii
the	the	at
formation	formation	nn1
of	of	io
an	an	at1
All-Irish	all-irish	jj	
Chamber	chamber	nn1
of	of	io
Commerce	commerce	nn1
.	.	y
It	it	pph1
was	be	vbdz
stated	state	vvn
that	that	cst
the	the	at
customs	custom	nn2
barrier	barrier	nn1
will	will	vm
not	not	xx
prove	prove	vvi
an	an	at1
insuperable	insuperable	jj
obstacle	obstacle	nn1
to	to	ii
such	such	da
a	a	at1
plan	plan	nn1
.	.	y
