@@219809	##	fo
The	the	at
British	british	jj
and	and	cc
Canadian	canadian	jj_nn1
Governments	government	nn2
reached	reach	vvd_vvn
an	an	at1
agreement	agreement	nn1
on	on	ii
immigration	immigration	nn1
questions	question	nn2
.	.	y
They	they	pphs2
will	will	vm
jointly	jointly	rr
and	and	cc
equitably	equitably	rr
guarantee	guarantee	vv0
:	:	y
<P>	<p>	null	
1	1	mc1
)	)	y
A	a	zz1_at1@
loan	loan	nn1
of	of	io
the	the	at
total	total	jj_nn1
cost	cost	nn1
of	of	io
transportation	transportation	nn1
from	from	ii
Britain	britain	np1
to	to	ii
Canada	canada	np1
to	to	ii
female	female	jj
domestic	domestic	jj
servants	servant	nn2
.	.	y
This	this	dd1
will	will	vm
include	include	vvi
ocean	ocean	nn1
passage	passage	nn1
and	and	cc
railway	railway	nn1
fares	fare	nn2_vvz@
to	to	ii
any	any	dd
part	part	nn1
of	of	io
Canada	canada	np1
.	.	y
<P>	<p>	null	
2	2	mc
)	)	y
A	a	zz1
free	free	jj
grant	grant	nn1
to	to	ii
5,000	5,000	mc
children	child	nn2
between	between	ii
the	the	at
ages	age	nn2
of	of	io
8	8	mc
and	and	cc
14	14	mc
sent	send	vvd_vvn
to	to	ii
Canada	canada	np1
during	during	ii
the	the	at
present	present	jj_nn1
financial	financial	jj
year	year	nnt1
.	.	y
<P>	<p>	null	
3	3	mc
)	)	y
A	a	zz1_at1@
loan	loan	nn1_vv0%
up	up	rg21
to	to	rg22
75%	75%	nnu
of	of	io
the	the	at
total	total	jj_nn1
transportation	transportation	nn1
costs	cost	vvz_nn2
to	to	ii
persons	person	nn2
nominated	nominate	vvn
by	by	ii
British	british	jj
subjects	subject	nn2
in	in	ii
Canada	canada	np1
and	and	cc
guaranteed	guarantee	vvd_vvn_jj
to	to	to
be	be	vbi
taking	take	vvg
up	up	rp
agricultural	agricultural	jj
employment	employment	nn1
.	.	y
