@@220340	##	fo
The	the	at
musicians	musician	nn2
who	who	pnqs
toot	toot	vv0
and	and	cc
twiddle	twiddle	vv0_nn1
in	in	ii
Chicago	chicago	np1
's	's	ge
theatres	theater	nn2
are	be	vbr
now	now	rt
paid	pay	vvn
salaries	salary	nn2
which	which	ddq
range	range	vv0@_nn1
from	from	ii
$57.50	$57.50	nnu	
to	to	ii
$87.75	$87.75	nnu	
per	per	ii
week	week	nnt1
.	.	y
Seven	seven	mc
hundred	hundred	m
of	of	io
them	them	ppho2
,	,	y
the	the	at
musical	musical	jj
personnel	personnel	nn2
of	of	io
35	35	mc
theatres	theater	nn2
,	,	y
have	have	vh0
decided	decide	vvn
that	that	cst
this	this	dd1
is	be	vbz
not	not	xx
enough	enough	dd
money	money	nn1
.	.	y
They	they	pphs2
want	want	vv0
an	an	at1
increase	increase	nn1
of	of	io
10%	10%	nnu
.	.	y
Through	through	ii
their	their	appge
union	union	nn1
,	,	y
they	they	pphs2
demanded	demand	vvd
the	the	at
boost	boost	nn1
.	.	y
The	the	at
theatre	theatre	nn1
owners	owner	nn2
proposed	propose	vvd_vvn
a	a	at1
compromise	compromise	nn1
on	on	ii
a	a	at1
5%	5%	nnu
raise	raise	nn1@_vv0
.	.	y
The	the	at
musicians	musician	nn2
shook	shake	vvd
their	their	appge
heads	head	nn2
,	,	y
issued	issue	vvd_vvn
an	an	at1
ultimatum	ultimatum	nn1
,	,	y
stood	stand	vvd
pat	pat	nn1
,	,	y
scheduled	schedule	vvn_vvd@
a	a	at1
strike	strike	nn1
to	to	to
begin	begin	vvi
on	on	ii
Labor	labor	nn1
Day	day	nnt1
unless	unless	cs
their	their	appge
demands	demand	nn2
are	be	vbr
met	meet	vvn
in	in	rr21
full	full	rr22
.	.	y
