@@254373	##	fo
The	the	at
Berlin	berlin	np1
Government	government	nn1
is	be	vbz
backing	back	vvg
passive	passive	jj
resistance	resistance	nn1
with	with	iw
all	all	db
its	its	appge
resources	resource	nn2
,	,	y
and	and	cc
the	the	at
coal	coal	nn1
masters	master	nn2
are	be	vbr
urging	urge	vvg
the	the	at
miners	miner	nn2
to	to	to
limit	limit	vvi
the	the	at
output	output	nn1
to	to	ii
the	the	at
needs	need	nn2
of	of	io
local	local	jj
consumption	consumption	nn1
.	.	y
German	german	jj_nn1
multimillionaires	multimillionaire	nn2
have	have	vh0
placed	place	vvn
securities	security	nn2
at	at	ii
the	the	at
disposal	disposal	nn1
of	of	io
the	the	at
Government	government	nn1
for	for	if
the	the	at
purpose	purpose	nn1
of	of	io
fighting	fight	vvg
the	the	at
"	"	"
invader	invader	nn1
.	.	y
"	"	"
The	the	at
scenes	scene	nn2
of	of	io
violence	violence	nn1
have	have	vh0
all	all	rr@_db
occurred	occur	vvn
in	in	ii
Bochum	bochum	np1_nn1	
,	,	y
where	where	rrq
the	the	at
French	french	nn1
fired	fire	vvn_vvd
upon	upon	ii
a	a	at1
crowd	crowd	nn1
.	.	y
This	this	dd1
action	action	nn1
has	have	vhz
done	do	vdn
much	much	da1
to	to	to
stiffen	stiffen	vvi
the	the	at
German	german	jj_nn1
resistance	resistance	nn1
.	.	y
The	the	at
total	total	jj_nn1
casualties	casualty	nn2
of	of	io
the	the	at
Ruhr	ruhr	np1
occupation	occupation	nn1
to	to	ii
date	date	nn1
are	be	vbr
:	:	y
9	9	mc
Germans	german	nn2
killed	kill	vvn_vvd
and	and	cc
13	13	mc
wounded	wound	jj_vvd_vvn
.	.	y
