@@163430	##	fo
The	the	at
exhibitions	exhibition	nn2
of	of	io
Aristide	aristide	np1_nn1
Maillol	maillol	np1_nn1_vv0	
at	at	ii
the	the	at
Whitney	whitney	np1
Studio	studio	nn1
Club	club	nn1
and	and	cc
of	of	io
Henri	henri	np1
Matisse	matisse	np1
at	at	ii
the	the	at
Brummer	brummer	np1	
Gallery	gallery	nn1
,	,	y
both	both	rr_db2
in	in	ii
Manhattan	manhattan	np1
,	,	y
show	show	vv0
similar	similar	jj
theories	theory	nn2
of	of	io
art	art	nn1
expressed	express	vvd_vvn
respectively	respectively	rr
in	in	ii
sculpture	sculpture	nn1
and	and	cc
painting	painting	nn1
.	.	y
While	while	cs
Sculptor	sculptor	nn1
Maillol	maillol	nn1_np1	
is	be	vbz
little	little	rr
known	know	vvn
to	to	ii
Americans	american	nn2
,	,	y
artist	artist	nn1
Matisse	matisse	np1
's	's	ge
crude	crude	jj
nudes	nude	nn2
and	and	cc
restless	restless	jj
still-lifes	still-life	nn2
have	have	vh0
long	long	rr
been	be	vbn
flaunted	flaunt	vvn@
before	before	ii
a	a	at1
sceptical	sceptical	jj
public	public	nn1
.	.	y
<P>	<p>	null	
Maillol	maillol	nn1_np1@_vv0	
attempts	attempt	vvz@_nn2
a	a	at1
direct	direct	jj
treatment	treatment	nn1
of	of	io
essential	essential	jj
form	form	nn1
and	and	cc
line	line	nn1_vv0@
in	in	ii
an	an	at1
effort	effort	nn1
to	to	to
interpret	interpret	vvi
the	the	at
inner	inner	jj
truth	truth	nn1
which	which	ddq
he	he	pphs1
and	and	cc
Matisse	matisse	np1
strive	strive	vv0
to	to	to
dissect	dissect	vvi
.	.	y
The	the	at
distorted	distorted	jj
drawing	drawing	nn1
and	and	cc
crude	crude	jj
modelling	modelling	nn1
is	be	vbz
the	the	at
result	result	nn1
of	of	io
artistic	artistic	jj
conviction	conviction	nn1
,	,	y
rather	rather	ii21_cs21@
than	than	ii22_cs22@
inability	inability	nn1
to	to	to
draw	draw	vvi
or	or	cc
chisel	chisel	nn1_vv0
.	.	y
<P>	<p>	null	
Says	say	vvz
Matisse	matisse	np1
:	:	y
"	"	"
What	what	ddq
I	i	ppis1
dream	dream	vv0
is	be	vbz
an	an	at1
art	art	nn1
of	of	io
balance	balance	nn1
,	,	y
of	of	io
purity	purity	nn1
,	,	y
of	of	io
tranquillity	tranquillity	nn1
.	.	y
.	.	y
.	.	y
which	which	ddq
shall	shall	vm
be	be	vbi
...	....	...
something	something	pn1
comparable	comparable	jj
to	to	ii
a	a	at1
friendly	friendly	jj
armchair	armchair	nn1
.	.	y
"	"	"
