@@219858	##	fo
Cornell	cornell	np1
athletes	athlete	nn2
have	have	vh0
dropped	drop	vvn
dancing	dancing	nn1_vvg
.	.	y
Alarmed	alarmed	jj_vvn
lest	lest	cs
marathon	marathon	nn1
jazz	jazz	nn1
would	would	vm
become	become	vvi
an	an	at1
intercollegiate	intercollegiate	jj
sport	sport	nn1
,	,	y
the	the	at
athletic	athletic	jj
authorities	authority	nn2
at	at	ii
Ithaca	ithaca	np1
solemnly	solemnly	rr
decreed	decree	vvd_vvn@
that	that	cst
no	no	at
undergraduate	undergraduate	nn1
trying	try	vvg
for	for	if
a	a	at1
team	team	nn1
could	could	vm
put	put	vvi
his	his	appge
foot	foot	nn1
on	on	ii
the	the	at
ball	ball	nn1
room	room	nn1
floor	floor	nn1
.	.	y
Among	among	ii
the	the	at
co-eds	co-ed	nn2
is	be	vbz
expected	expect	vvn
a	a	at1
sharp	sharp	jj
decline	decline	nn1
in	in	ii
athletic	athletic	jj
interest	interest	nn1
.	.	y
