@@220232	##	fo
The	the	at
French	french	nn1_jj
do	do	vd0
not	not	xx
feel	feel	vvi
vindictive	vindictive	jj
about	about	ii
a	a	at1
recent	recent	jj
proposal	proposal	nn1
forbidding	forbid	vvg%_jj
the	the	at
teaching	teaching	nn1
of	of	io
French	french	nn1_jj
in	in	ii
German	german	jj_nn1
public	public	jj_nn1
schools	school	nn2
.	.	y
Instead	instead	rr
they	they	pphs2
are	be	vbr
increasing	increase	vvg
the	the	at
study	study	nn1
of	of	io
German	german	nn1_jj
in	in	ii
all	all	db
public	public	jj
instruction	instruction	nn1
.	.	y
One	one	mc1
professor	professor	nn1
of	of	io
the	the	at
Sorbonne	sorbonne	np1_nn1@
hails	hail	vvz
the	the	at
proposal	proposal	nn1
as	as	csa_ii@
"	"	"
a	a	at1
splendid	splendid	jj
idea	idea	nn1
.	.	y
When	when	cs
the	the	at
Germans	german	nn2
are	be	vbr
no	no	rr21
longer	long	rr22
able	able	jk
to	to	to
speak	speak	vvi
French	french	nn1_jj
,	,	y
"	"	"
he	he	pphs1
continued	continue	vvd
,	,	y
"	"	"
they	they	pphs2
will	will	vm
find	find	vvi
it	it	pph1
more	more	rgr
difficult	difficult	jj
to	to	to
invade	invade	vvi
France	france	np1
.	.	y
"	"	"
