@@164031	##	fo
So	so	rg_rr
pleased	pleased	jj_vvn@_vvd@
was	be	vbdz
President	president	nnb
Abbott	abbott	np1
Lawrence	lawrence	np1
Lowell	lowell	np1_nn1@
of	of	io
Harvard	harvard	np1
University	university	nn1
on	on	ii
being	be	vbg
shown	show	vvn
some	some	dd
broken	broken	jj
100-year-old	100-year-old	jj
dinner	dinner	nn1
plates	plate	nn2
dug	dig	vvd
up	up	rp
in	in	ii
the	the	at
backyard	backyard	nn1
of	of	io
University	university	nn1
Hall	hall	nn1
,	,	y
that	that	cst
he	he	pphs1
ordered	order	vvd
the	the	at
Wedgewood	wedgewood	np1_nn1@
Potteries	pottery	nn2
of	of	io
Staffordshire	staffordshire	np1
,	,	y
England	england	np1
,	,	y
to	to	to
manufacture	manufacture	vvi
42,000	42,000	mc
old-fashioned	old-fashioned	jj
plates	plate	nn2
bearing	bear	vvg
pictures	picture	nn2
of	of	io
new	new	jj
Harvard	harvard	np1
buildings	building	nn2
.	.	y
Many	many	da2
of	of	io
these	these	dd2
plates	plate	nn2
will	will	vm
be	be	vbi
sold	sell	vvn
to	to	ii
loyal	loyal	jj
sons	son	nn2
of	of	io
John	john	np1
Harvard	harvard	np1
.	.	y
