@@253778	##	fo
Tired	tired	jj
of	of	io
making	make	vvg
prophecies	prophecy	nn2
about	about	ii
the	the	at
Prince	prince	nn1
of	of	io
Wales	wales	np1
,	,	y
the	the	at
drawing-room	drawing-room	nn1
dowagers	dowager	nn2
of	of	io
London	london	np1
have	have	vh0
turned	turn	vvn
to	to	ii
Prince	prince	nnb
Henry	henry	np1
and	and	cc
Prince	prince	nnb
George	george	np1
,	,	y
younger	young	jjr
sons	son	nn2
of	of	io
the	the	at
King	king	nn1
and	and	cc
Queen	queen	nn1
.	.	y
Prince	prince	nnb
Henry	henry	np1
,	,	y
according	according	ii21
to	to	ii22
report	report	nn1
,	,	y
is	be	vbz
to	to	to
marry	marry	vvi
Lady	lady	nnb
Mary	mary	np1
<P>	<p>	null	
Scott	scott	np1
,	,	y
fifth	fifth	md
daughter	daughter	nn1
of	of	io
the	the	at
Duke	duke	nn1
and	and	cc
Duchess	duchess	nn1
of	of	io
Buccleuch	buccleuch	nn1_np1
.	.	y
Prince	prince	nnb
George	george	np1
is	be	vbz
not	not	xx
to	to	to
marry	marry	vvi
pretty	pretty	jj
and	and	cc
lively	lively	jj
Poppy	poppy	np1
Baring	bare	np1
,	,	y
daughter	daughter	nn1
of	of	io
Sir	sir	nnb
Godfrey	godfrey	np1
and	and	cc
Lady	lady	nnb
Baring	bare	np1
,	,	y
but	but	ccb
is	be	vbz
to	to	to
be	be	vbi
sent	send	vvn
to	to	to
join	join	vvi
the	the	at
Fleet	fleet	nn1
in	in	ii
China	china	np1
.	.	y
