@@163487	##	fo
"	"	"
There	there	ex
are	be	vbr
so	so	rg
many	many	da2
candidates	candidate	nn2
for	for	if
teaching	teach	vvg_nn1
positions	position	nn2_vvz@
that	that	cst
there	there	ex
is	be	vbz
danger	danger	nn1
of	of	io
losing	lose	vvg
much	much	da1
of	of	io
the	the	at
ground	ground	nn1
gained	gain	vvn_vvd
during	during	ii
and	and	cc
since	since	cs
the	the	at
War	war	nn1
in	in	ii
making	make	vvg
salaries	salary	nn2
more	more	rgr
nearly	nearly	rr
match	match	vv0
the	the	at
work	work	nn1
done	do	vdn
,	,	y
"	"	"
warned	warn	vvd
Dean	dean	np1
Arthur	arthur	np1
Herbert	herbert	np1
Wilde	wilde	np1
of	of	io
Boston	boston	np1
University	university	nn1
's	's	ge
school	school	nn1
of	of	io
education	education	nn1
last	last	md
week	week	nnt1
.	.	y
"	"	"
Teachers	teacher	nn2
now	now	rt
in	in	ii
service	service	nn1
need	need	nn1_vv0
to	to	to
advise	advise	vvi
very	very	rg
carefully	carefully	rr
all	all	db
their	their	appge
younger	young	jjr
friends	friend	nn2
who	who	pnqs
are	be	vbr
looking	look	vvg
toward	toward	ii
teaching	teaching	nn1_vvg
.	.	y
Unless	unless	cs
they	they	pphs2
have	have	vh0
strong	strong	jj
purpose	purpose	nn1
and	and	cc
scholarship	scholarship	nn1
and	and	cc
attractive	attractive	jj
personality	personality	nn1
,	,	y
these	these	dd2
young	young	jj
people	people	nn
should	should	vm
be	be	vbi
turned	turn	vvn
away	away	ii21_rl
from	from	ii22_ii
the	the	at
teaching	teaching	nn1
profession	profession	nn1
.	.	y
"	"	"
Every	every	at1
teacher	teacher	nn1
,	,	y
man	man	nn1
or	or	cc
woman	woman	nn1
,	,	y
must	must	vm
come	come	vvi
to	to	to
regard	regard	vvi
teaching	teach	vvg_nn1
as	as	ii
a	a	at1
permanent	permanent	jj
occupation	occupation	nn1
,	,	y
not	not	xx
a	a	at1
makeshift	makeshift	jj
until	until	cs
he	he	pphs1
or	or	cc
she	she	pphs1
studies	study	vvz%
law	law	nn1
or	or	cc
goes	go	vvz
into	into	ii
business	business	nn1
or	or	cc
accumulates	accumulate	vvz
a	a	at1
trousseau	trousseau	nn1
,	,	y
is	be	vbz
his	his	appge
belief	belief	nn1
.	.	y
