@@220424	##	fo
Rats	rat	nn2
smoked	smoke	vvn_vvd
in	in	ii
California	california	np1
.	.	y
They	they	pphs2
were	be	vbdr
experimental	experimental	jj
subjects	subject	nn2
of	of	io
Physiologist	physiologist	np1	
Hazel	hazel	np1
Field	field	np1_nn1
at	at	ii
the	the	at
state	state	nn1
university	university	nn1
,	,	y
who	who	pnqs
studied	study	vvd
their	their	appge
antics	antic	nn2
before	before	ii_cs_rt@
and	and	cc
after	after	ii
blowing	blow	vvg
through	through	ii_rp@
their	their	appge
cages	cage	nn2
,	,	y
from	from	ii
clay	clay	nn1
pipes	pipe	nn2
,	,	y
puffs	puff	nn2_vvz
of	of	io
smoke	smoke	nn1
of	of	io
Pennsylvania	pennsylvania	np1
leaf	leaf	nn1
tobacco	tobacco	nn1
.	.	y
None	none	pn
of	of	io
the	the	at
rodents	rodent	nn2
exhibited	exhibit	vvd_vvn
symptoms	symptom	nn2
similar	similar	jj
to	to	ii
those	those	dd2
of	of	io
small	small	jj
boys	boy	nn2
behind	behind	ii
barns	barn	nn2
.	.	y
On	on	ii
the	the	at
contrary	contrary	nn1_jj
,	,	y
the	the	at
rats	rat	nn2
ran	run	vvd
,	,	y
jumped	jump	vvd
,	,	y
squeaked	squeak	vvd
more	more	rgr_rrr
actively	actively	rr
.	.	y
Physiologist	physiologist	np1@_nn1	
Field	field	np1
's	's	ge
object	object	nn1
:	:	y
to	to	to
ascertain	ascertain	vvi
the	the	at
probable	probable	jj
effect	effect	nn1
of	of	io
smoking	smoke	vvg_nn1_jj
on	on	ii
humans	human	nn2
.	.	y
After	after	ii
establishing	establish	vvg
that	that	dd1_cst
tobacco	tobacco	nn1
stimulates	stimulate	vvz
and	and	cc
produces	produce	vvz
increased	increased	jj
activity	activity	nn1
,	,	y
she	she	pphs1
proposed	propose	vvd
to	to	to
investigate	investigate	vvi
the	the	at
popular	popular	jj
notion	notion	nn1
that	that	cst
the	the	at
after	after	jj%
effects	effect	nn2
of	of	io
smoking	smoking	nn1_vvg_jj
are	be	vbr
depressing	depressing	jj
.	.	y
