@@220267	##	fo
Dr.	dr.-i	nnb
Ferdinand	ferdinand	np1
Seeger	seeger	np1
,	,	y
noted	note	vvd_jj@_vvn
throat	throat	nn1
specialist	specialist	nn1
,	,	y
died	die	vvd_vvn@
in	in	ii
New	new	np1
York	york	np1
of	of	io
pneumonia	pneumonia	nn1
at	at	ii
the	the	at
age	age	nn1
of	of	io
75	75	mc
,	,	y
closing	close	vvg
a	a	at1
career	career	nn1
of	of	io
remarkably	remarkably	rr
able	able	jj
and	and	cc
disinterested	disinterested	jj
service	service	nn1
.	.	y
He	he	pphs1
was	be	vbdz
known	know	vvn
not	not	xx
only	only	rr
in	in	ii
this	this	dd1
country	country	nn1
but	but	ccb
abroad	abroad	rl
,	,	y
and	and	cc
had	have	vhd_vhn@
degrees	degree	nn2
from	from	ii
32	32	mc
medical	medical	jj
schools	school	nn2
,	,	y
including	including	ii_vvg@
his	his	appge
alma	alma	nn121
mater	mater	nn122
,	,	y
Heidelberg	heidelberg	np1
.	.	y
At	at	ii
one	one	mc1
time	time	nnt1
he	he	pphs1
was	be	vbdz
decorated	decorate	vvn
by	by	ii
the	the	at
Czar	czar	nn1
of	of	io
Russia	russia	np1
for	for	if
saving	save	vvg
the	the	at
life	life	nn1
of	of	io
one	one	mc1
of	of	io
the	the	at
Russian	russian	jj
Princes	prince	nn2
;	;	y
at	at	ii
another	another	dd1
,	,	y
he	he	pphs1
refused	refuse	vvd
the	the	at
Democratic	democratic	jj
nomination	nomination	nn1
for	for	if
Mayor	mayor	nn1
of	of	io
New	new	np1
York	york	np1
in	in	bcl21
order	order	bcl22
to	to	to
continue	continue	vvi
his	his	appge
medical	medical	jj
work	work	nn1
Although	although	cs
he	he	pphs1
treated	treat	vvd@
many	many	da2
of	of	io
the	the	at
rich	rich	jj
,	,	y
he	he	pphs1
was	be	vbdz
noted	note	vvn
in	in	ii
Manhattan	manhattan	np1
for	for	if
his	his	appge
services	service	nn2
to	to	ii
the	the	at
poor	poor	jj
,	,	y
large	large	jj
numbers	number	nn2
of	of	io
whom	whom	pnqo
he	he	pphs1
treated	treat	vvd@
without	without	iw
charge	charge	nn1
,	,	y
to	to	ii
the	the	at
detriment	detriment	nn1
of	of	io
his	his	appge
own	own	da
fortune	fortune	nn1
.	.	y
