@@220204	##	fo
Prompted	prompt	vvn
by	by	ii
the	the	at
Governor	governor	nn1
,	,	y
the	the	at
New	new	np1
York	york	np1
Legislature	legislature	nn1
a	a	at1
fortnight	fortnight	nnt1
ago	ago	ra
passed	pass	vvd
a	a	at1
resolution	resolution	nn1
urging	urge	vvg
Congress	congress	nn1
to	to	to
liberalize	liberalize	vvi
the	the	at
Volstead	volstead	np1_nn1@
law	law	nn1
so	so	bcl21
as	as	bcl22
to	to	to
legalize	legalize	vvi
the	the	at
manufacture	manufacture	nn1
and	and	cc
sale	sale	nn1
of	of	io
light	light	jj_nn1
wines	wine	nn2
and	and	cc
beer	beer	nn1
.	.	y
Democratic	democratic	jj
leaders	leader	nn2
in	in	ii
Washington	washington	np1
last	last	md
week	week	nnt1
advised	advise	vvd
Mr.	mr.-	nnb
Smith	smith	np1
to	to	to
reserve	reserve	vvi
his	his	appge
plea	plea	nn1
for	for	if
the	the	at
68th	68th	md
Congress	congress	nn1
rather	rather	cs21
than	than	cs22
present	present	vvi
it	it	pph1
to	to	ii
the	the	at
67th	67th	md
.	.	y
The	the	at
Governor	governor	nn1
agreed	agree	vvd_vvn
.	.	y
