@@220042	##	fo
"	"	"
Expansion	expansion	nn1
,	,	y
Progress	progress	nn1_vv0@
"	"	"
<P>	<p>	null	
The	the	at
Yale	yale	np1
University	university	nn1
Faculty	faculty	nn1
is	be	vbz
to	to	to
be	be	vbi
reorganized	reorganize	vvn@
so	so	bcl21
as	as	bcl22
to	to	to
place	place	vvi
the	the	at
administration	administration	nn1
of	of	io
Yale	yale	np1
College	college	nn1
,	,	y
the	the	at
Sheffield	sheffield	np1
Scientific	scientific	jj
School	school	nn1
and	and	cc
the	the	at
Freshman	freshman	nn1
year	year	nnt1
under	under	ii
an	an	at1
Undergraduate	undergraduate	nn1
Faculty	faculty	nn1
of	of	io
Arts	art	nn2
and	and	cc
Sciences	science	nn2
.	.	y
The	the	at
purpose	purpose	nn1
is	be	vbz
to	to	to
increase	increase	vvi
the	the	at
elective	elective	jj
field	field	nn1
by	by	ii
making	make	vvg
easier	easy	jjr
interchange	interchange	nn1
between	between	ii
the	the	at
College	college	nn1
and	and	cc
the	the	at
Scientific	scientific	jj
School	school	nn1
.	.	y
It	it	pph1
will	will	vm
undoubtedly	undoubtedly	rr
result	result	vvi
in	in	ii
a	a	at1
further	far	jjr@
disintegration	disintegration	nn1
of	of	io
old	old	jj
Yale	yale	np1
College	college	nn1
as	as	ii_csa
an	an	at1
entity	entity	nn1
complete	complete	vv0_jj
in	in	ii
itself	itself	ppx1
.	.	y
