@@163730	##	fo
A	a	zz1
German	german	jj_nn1
recently	recently	rr
visited	visit	vvd_vvn
London	london	np1
.	.	y
Questioned	question	vvn
by	by	ii
friends	friend	nn2
as	as	ii21
to	to	ii22
what	what	ddq
impressed	impress	vvd
him	him	ppho1
most	most	rrt@_dat
,	,	y
he	he	pphs1
said	say	vvd
that	that	cst
after	after	cs_ii
the	the	at
difficult	difficult	jj
conditions	condition	nn2
in	in	ii
Germany	germany	np1
he	he	pphs1
could	could	vm
not	not	xx
help	help	vvi
feeling	feeling	nn1_vvg
impressed	impress	vvn_vvd_jj@
!	!	!
with	with	iw
the	the	at
extraordinary	extraordinary	jj
feeling	feel	nn1
of	of	io
confidence	confidence	nn1
.	.	y
<P>	<p>	null	
He	he	pphs1
had	have	vhd
been	be	vbn
warned	warn	vvn
that	that	cst
Londoners	londoner	nn2
would	would	vm
receive	receive	vvi
him	him	ppho1
coldly	coldly	rr
,	,	y
but	but	ccb
he	he	pphs1
found	find	vvd
people	people	nn
exceedingly	exceedingly	rr
courteous	courteous	jj
.	.	y
<P>	<p>	null	
One	one	mc1
fact	fact	nn1
impressed	impress	vvd_vvn
him	him	ppho1
more	more	dar
than	than	csn
anything	anything	pn1
else	else	rr
.	.	y
The	the	at
day	day	nnt1
after	after	ii_cs
his	his	appge
arrival	arrival	nn1
he	he	pphs1
reported	report	vvd
to	to	ii
the	the	at
police	police	nn2
.	.	y
The	the	at
officer	officer	nn1
at	at	ii
the	the	at
station-house	station-house	nn1_jj
actually	actually	rr
apologized	apologize	vvd_vvn@
for	for	if
inconveniencing	inconvenience	vvg
him	him	ppho1
!	!	!
"	"	"
I	i	ppis1
doubt	doubt	vv0
,	,	y
"	"	"
he	he	pphs1
said	say	vvd
,	,	y
"	"	"
if	if	cs
anyone	anyone	pn1
in	in	ii
Germany	germany	np1
would	would	vm
believe	believe	vvi
such	such	da
a	a	at1
thing	thing	nn1
possible	possible	jj
.	.	y
"	"	"
