@@220243	##	fo
The	the	at
tomb	tomb	nn1
of	of	io
Queen	queen	nnb
Isabella	isabella	np1
and	and	cc
her	her	appge
consort	consort	nn1
,	,	y
King	king	nnb
Ferdinand	ferdinand	np1
,	,	y
was	be	vbdz
robbed	rob	vvn
of	of	io
the	the	at
cross	cross	nn1
on	on	ii
the	the	at
top	top	jj_nn1
part	part	nn1
of	of	io
the	the	at
famous	famous	jj
iron	iron	nn1
screen	screen	nn1_vv0@
that	that	cst_dd1
surrounds	surround	vvz
their	their	appge
last	last	md
resting	rest	nn1
place	place	nn1_vv0
in	in	ii
the	the	at
Royal	royal	jj
Chapel	chapel	nn1
of	of	io
the	the	at
Cathedral	cathedral	nn1
of	of	io
Granada	granada	np1
.	.	y
The	the	at
Government	government	nn1
issued	issue	vvd_vvn
warrants	warrant	nn2
for	for	if
the	the	at
arrests	arrest	nn2
of	of	io
the	the	at
robbers	robber	nn2
,	,	y
who	who	pnqs
sold	sell	vvd
the	the	at
cross	cross	nn1
as	as	csa_rg@
old	old	jj
iron	iron	nn1
to	to	ii
several	several	da2
dealers	dealer	nn2
.	.	y
<P>	<p>	null	
"	"	"
The	the	at
King	king	nn1
of	of	io
Spain	spain	np1
could	could	vm
never	never	rr
abdicate	abdicate	vvi
in	in	bcl21
order	order	bcl22
to	to	to
avoid	avoid	vvi
dealing	deal	vvg
with	with	iw
the	the	at
problems	problem	nn2
and	and	cc
difficulties	difficulty	nn2
presenting	present	vvg
themselves	themselves	ppx2
.	.	y
"	"	"
So	so	rr
said	say	vvd
Alfonso	alfonso	np1
XIII	xiii	mc
in	in	ii
a	a	at1
speech	speech	nn1
after	after	ii
laying	lay	vvg
the	the	at
foundation	foundation	nn1
stone	stone	nn1
of	of	io
the	the	at
Library	library	nn1
of	of	io
Fine	fine	jj
Arts	art	nn2
at	at	ii
Madrid	madrid	np1
.	.	y
He	he	pphs1
made	make	vvd
the	the	at
statement	statement	nn1
in	in	ii31
answer	answer	ii32
to	to	ii33
a	a	at1
newspaper	newspaper	nn1
report	report	nn1
announcing	announce	vvg
that	that	cst
he	he	pphs1
was	be	vbdz
about	about	rpk
to	to	to
abdicate	abdicate	vvi
.	.	y
"	"	"
I	i	ppis1
am	be	vbm
not	not	xx
a	a	at1
deserter	deserter	nn1
,	,	y
"	"	"
he	he	pphs1
remarked	remark	vvd
.	.	y
