@@152304	##	fo
At	at	ii
the	the	at
University	university	nn1
of	of	io
Minnesota	minnesota	np1
,	,	y
girl	girl	nn1
students	student	nn2
linger	linger	vv0
after	after	ii_cs
lectures	lecture	nn2
to	to	to
talk	talk	vvi
to	to	ii
the	the	at
instructor	instructor	nn1
.	.	y
During	during	ii
class	class	nn1
they	they	pphs2
sit	sit	vv0
near	near	ii_rl
the	the	at
professor	professor	nn1
's	's	ge
desk	desk	nn1
,	,	y
giggle	giggle	vv0
merrily	merrily	rr
at	at	ii
his	his	appge
pedagogical	pedagogical	jj
jests	jest	nn2
,	,	y
smile	smile	vv0_nn1
understandingly	understandingly	rr
at	at	ii
his	his	appge
well-known	well-known	jj
eccentricities	eccentricity	nn2
,	,	y
make	make	vv0
their	their	appge
pretty	pretty	jj
eyes	eye	nn2
look	look	vv0
deep	deep	jj_rr
and	and	cc
sympathetic	sympathetic	jj
when	when	cs
he	he	pphs1
comes	come	vvz
to	to	ii
the	the	at
point	point	nn1
of	of	io
his	his	appge
discourse	discourse	nn1
.	.	y
Thus	thus	rr
do	do	vd0
the	the	at
wily	wily	jj
coeds	coed	nn2
,	,	y
whose	whose	ddqge
actual	actual	jj
intelligence	intelligence	nn1
measures	measure	nn2
but	but	ccb
25	25	mc
on	on	ii
a	a	at1
scale	scale	nn1
of	of	io
100	100	mc
,	,	y
compensate	compensate	vv0
for	for	if
a	a	at1
ten-point	ten-point	jj_nn1
deficiency	deficiency	nn1
in	in	ii
intellect	intellect	nn1
,	,	y
and	and	cc
extract	extract	vv0_nn1
grades	grade	nn2
equal	equal	jj_vv0%
to	to	ii
those	those	dd2
attained	attain	vvn
by	by	ii
charmless	charmless	jj
male	male	jj_nn1
students	student	nn2
whose	whose	ddqge
measure	measure	nn1
of	of	io
intelligence	intelligence	nn1
on	on	ii
the	the	at
same	same	da
scale	scale	nn1
is	be	vbz
35	35	mc
.	.	y
Authority	authority	nn1
for	for	if
this	this	dd1
condition	condition	nn1
is	be	vbz
Dr.	dr.-i	nnb
George	george	np1
Thomas	thomas	np1
,	,	y
president	president	nn1
of	of	io
the	the	at
University	university	nn1
of	of	io
Utah	utah	np1
,	,	y
who	who	pnqs
lately	lately	rr
cautioned	caution	vvd_vvn
his	his	appge
faculty	faculty	nn1
members	member	nn2
to	to	to
guard	guard	vvi
against	against	ii
such	such	da
insidious	insidious	jj
influence	influence	nn1
,	,	y
prevalent	prevalent	jj
in	in	ii
most	most	dat
co-educational	co-educational	jj
institutions	institution	nn2
.	.	y
