@@254697	##	fo
Seventy-five	seventy-five	mc
women	woman	nn2
asked	ask	vvd
the	the	at
Chicago	chicago	np1
city	city	nn1
council	council	nn1
last	last	md
week	week	nnt1
to	to	to
pass	pass	vvi
an	an	at1
ordinance	ordinance	nn1
requiring	require	vvg
women	woman	nn2
to	to	to
wear	wear	vvi
more	more	dar
underwear	underwear	nn1
,	,	y
as	as	ii
a	a	at1
matter	matter	nn1
of	of	io
public	public	jj_nn1
health	health	nn1
,	,	y
when	when	cs_rrq
they	they	pphs2
try	try	vv0
on	on	ii_rp@
dresses	dress	nn2
in	in	ii
the	the	at
city	city	nn1
stores	store	nn2
.	.	y
Councilmen	councilman	nn2
were	be	vbdr
astounded	astounded	jj
,	,	y
promised	promise	vvd_vvn
to	to	to
investigate	investigate	vvi
,	,	y
learned	learn	vvd_vvn
that	that	cst
many	many	da2
a	a	at1
woman	woman	nn1
now	now	rt
wears	wear	vvz
under	under	ii_rp@
her	her	appge
dress	dress	nn1
only	only	rr
a	a	at1
pair	pair	nn
of	of	io
bloomers	bloomers	nn2
and	and	cc
a	a	at1
brassiere	brassiere	nn1_jj
.	.	y
The	the	at
waist	waist	nn1
line	line	nn1
,	,	y
as	as	ii31
well	well	ii32
as	as	ii33
the	the	at
neck	neck	nn1
and	and	cc
arms	arm	nn2
,	,	y
is	be	vbz
bare	bare	jj
.	.	y
