@@220103	##	fo
Wise	wise	np1_jj
the	the	at
middle-aged	middle-aged	jj
golfer	golfer	nn1
who	who	pnqs
learns	learn	vvz
to	to	to
cut	cut	vvi
down	down	rp
his	his	appge
swing	swing	nn1
to	to	to
conserve	conserve	vvi
energy	energy	nn1
.	.	y
And	and	cc
wise	wise	jj
the	the	at
middle-aged	middle-aged	jj
squash	squash	nn1
player	player	nn1
who	who	pnqs
,	,	y
speedy	speedy	jj
in	in	ii
his	his	appge
day	day	nnt1
,	,	y
learns	learn	vvz
a	a	at1
softball	softball	nn1
style	style	nn1
and	and	cc
lets	let	vvz
the	the	at
other	other	jj
fellow	fellow	jj_nn1
slash	slash	nn1
.	.	y
Such	such	da
is	be	vbz
the	the	at
wisdom	wisdom	nn1
of	of	io
Dr.	dr.-i	nnb
Harold	harold	np1
R.	r.-he	np1
Mixsell	mixsell	np1	
,	,	y
hale	hale	nn1
squash	squash	nn1
oldster	oldster	nn1
of	of	io
Manhattan	manhattan	np1
's	's	ge
Princeton	princeton	np1_nn1@
Club	club	nn1
,	,	y
that	that	cst
his	his	appge
new	new	jj
softball	softball	nn1
style	style	nn1
is	be	vbz
even	even	rr
more	more	rgr
baffling	baffling	jj
than	than	csn
the	the	at
slam-banging	slam-banging	jj_nn1	
game	game	nn1
he	he	pphs1
used	use	vmk
to	to	to
play	play	vvi
.	.	y
Last	last	md
week	week	nnt1
,	,	y
it	it	pph1
won	win	vvd
for	for	if
him	him	ppho1
,	,	y
with	with	iw
great	great	jj
ease	ease	nn1
,	,	y
his	his	appge
fourth	fourth	md
consecutive	consecutive	jj
national	national	jj
veterans	veteran	nn2
'	'	ge
squash	squash	nn1
championship	championship	nn1
.	.	y
Runner-up	runner-up	nn1
:	:	y
William	william	np1
Murray	murray	np1
Lee	lee	np1
of	of	io
the	the	at
Columbia	columbia	np1
University	university	nn1
Club	club	nn1
.	.	y
