@@301218	##	fo
A	a	zz1
chiropractor	chiropractor	nn1
,	,	y
one	one	mc1
Ernest	ernest	np1
G.	g.-a	np1
Meyer	meyer	np1
,	,	y
called	call	vvn_vvd@
to	to	to
see	see	vvi
a	a	at1
child	child	nn1
suffering	suffer	vvg_nn1
with	with	iw
diphtheria	diphtheria	nn1
.	.	y
Failing	fail	vvg
to	to	to
make	make	vvi
a	a	at1
proper	proper	jj
diagnosis	diagnosis	nn1
,	,	y
he	he	pphs1
treated	treat	vvd@
the	the	at
condition	condition	nn1
by	by	ii
manipulations	manipulation	nn2
of	of	io
the	the	at
spine	spine	nn1
.	.	y
Last	last	md
week	week	nnt1
a	a	at1
jury	jury	nn1
in	in	ii
the	the	at
Brooklyn	brooklyn	np1
Supreme	supreme	jj
Court	court	nn1
found	find	vvd_vvn
him	him	ppho1
guilty	guilty	jj
of	of	io
manslaughter	manslaughter	nn1
,	,	y
on	on	ii31
account	account	ii32
of	of	ii33
"	"	"
culpable	culpable	jj
negligence	negligence	nn1
,	,	y
"	"	"
for	for	if
which	which	ddq
the	the	at
maximum	maximum	jj_nn1
penalty	penalty	nn1
is	be	vbz
imprisonment	imprisonment	nn1
for	for	if
from	from	ii
ten	ten	mc
to	to	ii
twenty	twenty	mc
years	year	nnt2
.	.	y
