@@299798	##	fo
Chairman	chairman	nn1
Charles	charles	np1
Michael	michael	np1
Schwab	schwab	np1_nn1@
of	of	io
the	the	at
Bethlehem	bethlehem	np1
Steel	steel	np1_nn1
Corp	corp	nn1
.	.	y
is	be	vbz
one	one	mc1
Big	big	jj
Businessman	businessman	nn1
who	who	pnqs
had	have	vhd
not	not	xx
,	,	y
until	until	cs
last	last	md
week	week	nnt1
,	,	y
made	make	vvd_vvn
a	a	at1
political	political	jj
statement	statement	nn1
.	.	y
When	when	cs_rrq
he	he	pphs1
spoke	speak	vvd
,	,	y
Mr.	mr.-	nnb
Schwab	schwab	np1
had	have	vhd
news	news	nn1
.	.	y
Said	say	vvd
he	he	pphs1
:	:	y
"	"	"
I	i	ppis1
think	think	vv0
more	more	dar
of	of	io
my	my	appge
job	job	nn1
than	than	csn
I	i	ppis1
do	do	vd0
of	of	io
politics	politics	nn1
.	.	y
They	they	pphs2
wanted	want	vvd
me	me	ppio1
to	to	to
be	be	vbi
Treasurer	treasurer	nn1
of	of	io
the	the	at
Republican	republican	nn1_jj@
campaign	campaign	nn1
,	,	y
but	but	ccb
I	i	ppis1
turned	turn	vvd
it	it	pph1
down	down	rp
.	.	y
"	"	"
