@@219847	##	fo
The	the	at
Federal	federal	jj
Trade	trade	nn1
Commission	commission	nn1
has	have	vhz
filed	file	vvn
a	a	at1
complaint	complaint	nn1
against	against	ii
the	the	at
Eastman	eastman	np1
Kodak	kodak	np1
Company	company	nn1
,	,	y
alleging	allege	vvg
conspiracy	conspiracy	nn1
in	in	ii
restraint	restraint	nn1
of	of	io
trade	trade	nn1
,	,	y
with	with	ii31
respect	respect	ii32
to	to	ii33
the	the	at
Eastman	eastman	np1
Company	company	nn1
's	's	ge
manufacture	manufacture	nn1
and	and	cc
sale	sale	nn1
of	of	io
cinematograph	cinematograph	nn1
film	film	nn1
in	in	ii
this	this	dd1
country	country	nn1
.	.	y
According	according	ii21
to	to	ii22
the	the	at
complaint	complaint	nn1
,	,	y
the	the	at
company	company	nn1
had	have	vhd
manufactured	manufacture	vvn
and	and	cc
sold	sell	vvn_vvd
up	up	ii21
to	to	ii22
March	march	npm1
,	,	y
1920	1920	mc
,	,	y
94	94	mc
per	per	nnu21
cent	cent	nnu22
of	of	io
all	all	db
film	film	nn1
,	,	y
and	and	cc
sold	sell	vvd_vvn
96	96	mc
per	per	nnu21
cent	cent	nnu22
of	of	io
all	all	db
film	film	nn1
,	,	y
produced	produce	vvn_vvd
in	in	ii
the	the	at
United	united	np1
States	state	np1
.	.	y
Between	between	ii
March	march	npm1
,	,	y
1920	1920	mc
,	,	y
and	and	cc
September	september	npm1
,	,	y
1921	1921	mc
,	,	y
it	it	pph1
is	be	vbz
alleged	allege	vvn_jj
,	,	y
foreign	foreign	jj
film	film	nn1
was	be	vbdz
so	so	rg
extensively	extensively	rr
imported	import	vvn_vvd
that	that	cst
the	the	at
sales	sales	nn
by	by	ii
the	the	at
Eastman	eastman	np1
Company	company	nn1
fell	fall	vvd
to	to	ii
81	81	mc
per	per	nnu21
cent	cent	nnu22
of	of	io
sales	sales	nn
of	of	io
film	film	nn1
in	in	ii
this	this	dd1
country	country	nn1
.	.	y
<P>	<p>	null	
The	the	at
claim	claim	nn1
is	be	vbz
made	make	vvn
that	that	cst
the	the	at
Eastman	eastman	np1
Company	company	nn1
,	,	y
by	by	ii
its	its	appge
grip	grip	nn1
on	on	ii
distributors	distributor	nn2
of	of	io
motion	motion	nn1
picture	picture	nn1
film	film	nn1
,	,	y
compelled	compel	vvd_vvn
the	the	at
delaying	delay	nn1
of	of	io
deliveries	delivery	nn2
to	to	ii
Eastman	eastman	np1
's	's	ge
competitors	competitor	nn2
,	,	y
as	as	ii31
well	well	ii32
as	as	ii33
discriminate	discriminate	vv0
against	against	ii
its	its	appge
competitors	competitor	nn2
'	'	ge
customers	customer	nn2
in	in	ii
the	the	at
granting	granting	nn1
of	of	io
credits	credit	nn2
.	.	y
