@@151970	##	fo
Premier	premier	jj_nn1
Count	count	nnb
Stephen	stephen	np1
Bethlen	bethlen	nn1_np1	
of	of	io
Hungary	hungary	np1
announced	announce	vvd
in	in	ii
the	the	at
National	national	jj
Assembly	assembly	nn1
that	that	cst
the	the	at
Government	government	nn1
,	,	y
influenced	influence	vvn
by	by	ii
the	the	at
great	great	jj
Powers	power	nn2
who	who	pnqs
were	be	vbdr
one	one	mc1
by	by	ii
one	one	mc1
recognizing	recognize	vvg
Russia	russia	np1
,	,	y
had	have	vhd
decided	decide	vvn
to	to	to
conclude	conclude	vvi
a	a	at1
treaty	treaty	nn1
of	of	io
amity	amity	nn1
and	and	cc
commerce	commerce	nn1
with	with	iw
the	the	at
autocrats	autocrat	nn2
of	of	io
Moscow	moscow	np1
.	.	y
There	there	ex
would	would	vm
be	be	vbi
no	no	at
military	military	jj
provisions	provision	nn2
in	in	ii
the	the	at
treaty	treaty	nn1
,	,	y
said	say	vvd
he	he	pphs1
.	.	y
