@@219805	##	fo
A	a	zz1
subaltern	subaltern	nn1
of	of	io
the	the	at
Guards	guard	nn2
struck	strike	vvd_vvn
a	a	at1
policeman	policeman	nn1
with	with	iw
the	the	at
flat	flat	nn1
of	of	io
his	his	appge
sword	sword	nn1
because	because	cs
he	he	pphs1
failed	fail	vvd
to	to	to
salute	salute	vvi
the	the	at
King	king	nn1_np1@
's	's	ge
colors	color	nn2
,	,	y
which	which	ddq
were	be	vbdr
carried	carry	vvn
past	past	ii
him	him	ppho1
oy	oy	uh
the	the	at
Guards	guard	nn2
'	'	ge
Regiment	regiment	nn1
.	.	y
<P>	<p>	null	
The	the	at
explanation	explanation	nn1
given	give	vvn
by	by	ii
the	the	at
bobby	bobby	nn1
is	be	vbz
that	that	cst
he	he	pphs1
was	be	vbdz
too	too	rg
busy	busy	jj
directing	direct	jj%_vvg_nn1%
traffic	traffic	nn1
to	to	to
salute	salute	vvi
the	the	at
flag	flag	nn1
.	.	y
<P>	<p>	null	
The	the	at
Daily	daily	np1_jj@
Herald	herald	np1_nn1
,	,	y
Laborite	laborite	jj_nn1	
organ	organ	nn1
,	,	y
calls	call	vvz
the	the	at
subaltern	subaltern	nn1
's	's	ge
action	action	nn1
"	"	"
an	an	at1
exhibition	exhibition	nn1
of	of	io
militarism	militarism	nn1
.	.	y
"	"	"
<P>	<p>	null	
A	a	at1_zz1
military	military	jj
enquiry	enquiry	nn1
is	be	vbz
being	be	vbg
held	hold	vvn
to	to	to
enquire	enquire	vvi
into	into	ii
the	the	at
circumstances	circumstance	nn2
of	of	io
the	the	at
case	case	nn1
.	.	y
