@@164185	##	fo
Arriving	arrive	vvg
by	by	ii
air	air	nn1
in	in	ii
Los	los	np1
Angeles	angeles	np1
last	last	md
week	week	nnt1
for	for	if
a	a	at1
series	series	nn
of	of	io
eight	eight	mc
concerts	concert	nn2
at	at	ii
the	the	at
Hollywood	hollywood	np1
Bowl	bowl	nn1
,	,	y
Albert	albert	np1
Coates	coates	np1
,	,	y
famed	famed	jj
English	english	jj_nn1
orchestra	orchestra	nn1
leader	leader	nn1
,	,	y
delivered	deliver	vvd_vvn
a	a	at1
note	note	nn1
on	on	ii
his	his	appge
methods	method	nn2
of	of	io
conducting	conduct	vvg_nn1@
:	:	y
"	"	"
I	i	ppis1
find	find	vv0
that	that	cst_dd1
by	by	ii
wearing	wear	vvg
huge	huge	jj
white	white	jj
cuffs	cuff	nn2
and	and	cc
using	use	vvg
long	long	rr_jj
sweeping	sweeping	jj
motions	motion	nn2
,	,	y
I	i	ppis1
am	be	vbm
able	able	jk
to	to	to
exact	exact	vvi
a	a	at1
greater	great	jjr
sympathy	sympathy	nn1
and	and	cc
feeling	feel	vvg_nn1
from	from	ii
the	the	at
musicians	musician	nn2
who	who	pnqs
are	be	vbr
playing	play	vvg
for	for	if
me	me	ppio1
.	.	y
.	.	y
.	.	y
.	.	y
Musicians	musician	nn2
can	can	vm
follow	follow	vvi
shirt	shirt	nn1
cuffs	cuff	vvz_nn2
better	better	jjr_rrr
than	than	csn
an	an	at1
almost	almost	rr
invisible	invisible	jj
baton	baton	nn1
.	.	y
.	.	y
.	.	y
.	.	y
"	"	"
