@@254370	##	fo
The	the	at
economic	economic	jj
factors	factor	nn2
underlying	underlie	vvg
the	the	at
Franco-Belgian	franco-belgian	jj_nn1	
action	action	nn1
are	be	vbr
to	to	to
be	be	vbi
found	find	vvn
more	more	rrr
in	in	ii
the	the	at
domestic	domestic	jj
conditions	condition	nn2
of	of	io
the	the	at
countries	country	nn2
concerned	concerned	jj_vvn%_vvd%
rather	rather	ii21_cs21@
than	than	ii22_cs22@
in	in	ii
the	the	at
occupied	occupy	jj@
region	region	nn1
.	.	y
The	the	at
Ruhr	ruhr	np1
mines	mine	nn2
are	be	vbr
yielding	yield	vvg
comparatively	comparatively	rr
little	little	jj_da1
coal	coal	nn1
,	,	y
and	and	cc
both	both	rr
France	france	np1
and	and	cc
Belgium	belgium	np1
are	be	vbr
forced	force	vvn
to	to	to
import	import	vvi
supplies	supply	nn2
at	at	ii
an	an	at1
enormous	enormous	jj
cost	cost	nn1
.	.	y
<P>	<p>	null	
France	france	np1
has	have	vhz
been	be	vbn
suffering	suffer	vvg
from	from	ii
strikes	strike	nn2
in	in	ii
her	her	appge
most	most	rgt
important	important	jj
coal	coal	nn1
fields	field	nn2
,	,	y
and	and	cc
it	it	pph1
will	will	vm
be	be	vbi
some	some	dd
time	time	nnt1
before	before	cs
she	she	pphs1
recovers	recover	vvz
from	from	ii
the	the	at
effect	effect	nn1
.	.	y
Belgium	belgium	np1
is	be	vbz
threatened	threaten	vvn
by	by	ii
a	a	at1
strike	strike	nn1
which	which	ddq
may	may	vm
paralyze	paralyze	vvi
not	not	xx
only	only	rr
her	her	appge
coal	coal	nn1
supplies	supply	nn2_vvz
but	but	ccb
her	her	appge
iron	iron	nn1
industry	industry	nn1
.	.	y
<P>	<p>	null	
Both	both	db2
countries	country	nn2
face	face	vv0
a	a	at1
daily	daily	jj_rr
rising	rise	jj@_nn1@_vvg
expenditure	expenditure	nn1
of	of	io
about	about	rg
$100,000	$100,000	nnu
for	for	if
the	the	at
direct	direct	jj
cost	cost	nn1
of	of	io
occupation	occupation	nn1
.	.	y
The	the	at
Germans	german	nn2
,	,	y
too	too	rr@_rg
,	,	y
are	be	vbr
being	be	vbg
forced	force	vvn
to	to	to
expend	expend	vvi
large	large	jj
credits	credit	nn2
on	on	ii
coal	coal	nn1
and	and	cc
food	food	nn1
,	,	y
but	but	ccb
their	their	appge
hindering	hinder	jj@_nn1@
tactics	tactic	nn2
are	be	vbr
not	not	xx
so	so	rg_rr
costly	costly	jj
as	as	ii_csa
the	the	at
Franco-Belgian	franco-belgian	jj_nn1	
Ruhr	ruhr	np1
administration	administration	nn1
.	.	y
