@@163992	##	fo
Great	great	jj
phrases	phrase	nn2
do	do	vd0
not	not	xx
sprout	sprout	vvi
with	with	iw
frequency	frequency	nn1
or	or	cc
ease	ease	vv0_nn1
from	from	ii
kindly	kindly	jj_rr
,	,	y
commonsense	commonsense	jj
Prime	prime	jj
Minister	minister	nn1
Stanley	stanley	np1
Baldwin	baldwin	np1
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
said	say	vvd
:	:	y
"	"	"
We	we	ppis2
must	must	vm
make	make	vvi
Democracy	democracy	nn1
safe	safe	nn1@_jj
for	for	if
the	the	at
World	world	nn1
.	.	y
"	"	"
<P>	<p>	null	
His	his	appge
audience	audience	nn1
,	,	y
a	a	at1
Conservative	conservative	jj_nn1
rally	rally	nn1
of	of	io
12,000	12,000	mc
persons	person	nn2
at	at	ii
Albert	albert	np1
Hall	hall	nn1
,	,	y
applauded	applaud	vvd_vvn
the	the	at
new	new	jj
and	and	cc
yet	yet	rr
familiar	familiar	jj
sequence	sequence	nn1
of	of	io
sounds	sound	nn2
.	.	y
Just	just	rr
what	what	ddq
it	it	pph1
meant	mean	vvd
no	no	pn121
one	one	pn122
could	could	vm
be	be	vbi
very	very	rg
sure	sure	jj
,	,	y
nor	nor	cc
did	do	vdd
Mr.	mr.-	nnb
Baldwin	baldwin	np1
stop	stop	vvi
to	to	to
explain	explain	vvi
.	.	y
Instead	instead	rr
he	he	pphs1
plunged	plunge	vvd
to	to	ii
a	a	at1
ringing	ring	nn1
conclusion	conclusion	nn1
:	:	y
"	"	"
If	if	cs
in	in	ii
Great	great	np1
Britain	britain	np1
our	our	appge
work	work	nn1
for	for	if
Democracy	democracy	nn1
should	should	vm
fail	fail	vvi
,	,	y
our	our	appge
failure	failure	nn1
would	would	vm
shake	shake	vvi
the	the	at
very	very	jj
fabric	fabric	nn1
of	of	io
the	the	at
universe	universe	nn1
.	.	y
"	"	"
