@@220435	##	fo
Georges	georges	np1
Carpentier	carpentier	np1
was	be	vbdz
once	once	rr
a	a	at1
great	great	jj
boxer	boxer	nn1
.	.	y
Slender	slender	jj
and	and	cc
genteel	genteel	jj
,	,	y
he	he	pphs1
lambasted	lambast	vvd
British	british	jj
plug-uglies	plug-uglies	nn2
in	in	ii
Paris	paris	np1
sporting	sport	jj_nn1_vvg
clubs	club	nn2
;	;	y
and	and	cc
proved	prove	vvd_vvn
that	that	cst
although	although	cs
he	he	pphs1
wore	wear	vvd
an	an	at1
orchid	orchid	nn1
in	in	ii
the	the	at
evenings	evening	nnt2
and	and	cc
received	receive	vvd_vvn
perfumed	perfumed	jj
notes	note	nn2
in	in	ii
the	the	at
mornings	morning	nnt2
he	he	pphs1
could	could	vm
hit	hit	vvi
hard	hard	jj_rr
and	and	cc
dodge	dodge	vvi
adroitly	adroitly	rr
.	.	y
Last	last	md
week	week	nnt1
for	for	if
nine	nine	mc
seconds	second	nnt2
Carpentier	carpentier	np1_nn1_jjr
lay	lay	vvd
on	on	ii_rp@
his	his	appge
face	face	nn1
in	in	ii
a	a	at1
ring	ring	nn1
in	in	ii
Philadelphia	philadelphia	np1
.	.	y
At	at	ii
ten	ten	mc
he	he	pphs1
got	get	vvd
up	up	rp
.	.	y
With	with	iw
his	his	appge
eyes	eye	nn2
glazed	glaze	vvn_jj
,	,	y
his	his	appge
ears	ear	nn2
ringing	ring	vvg_nn1
,	,	y
a	a	at1
cut	cut	nn1
in	in	ii
his	his	appge
cheek	cheek	nn1
,	,	y
and	and	cc
his	his	appge
nose	nose	nn1
oozing	ooze	vvg
like	like	ii
a	a	at1
broken	broken	jj
bottle	bottle	nn1
he	he	pphs1
summoned	summon	vvd
the	the	at
wraith	wraith	nn1
of	of	io
his	his	appge
courage	courage	nn1
and	and	cc
flailed	flail	vvd
,	,	y
thumped	thump	vvd
,	,	y
jabbed	jab	vvd
,	,	y
socked	sock	vvd
,	,	y
lashed	lash	vvn_vvd
at	at	ii
one	one	mc1
Thomas	thomas	np1
Loughran	loughran	np1
,	,	y
mick	mick	vv0_nn1
.	.	y
Loughran	loughran	np1@_nn1	
won	win	vvd
the	the	at
decision	decision	nn1
.	.	y
But	but	ccb
the	the	at
Philadelphia	philadelphia	np1
clients	client	nn2
who	who	pnqs
saw	see	vvd
the	the	at
Frenchman	frenchman	nn1
helped	help	vvn_vvd
to	to	ii
his	his	appge
corner	corner	nn1
glanced	glance	vvd_vvn@
at	at	ii
each	each	ppx221
other	other	ppx222
in	in	ii
solemn	solemn	jj
agreement	agreement	nn1
on	on	ii
an	an	at1
important	important	jj
fact	fact	nn1
:	:	y
Carpentier	carpentier	np1_nn1
is	be	vbz
still	still	rr
a	a	at1
game	game	nn1
boxer	boxer	nn1
.	.	y
