@@299634	##	fo
Harry	harry	np1
Greb	greb	np1
,	,	y
world	world	nn1
's	's	ge
middleweight	middleweight	nn1
champion	champion	nn1
,	,	y
is	be	vbz
known	know	vvn
as	as	ii
"	"	"
The	the	at
Pittsburgh	pittsburgh	np1
Windmill	windmill	np1_nn1
.	.	y
"	"	"
Against	against	ii
him	him	ppho1
in	in	ii
the	the	at
Detroit	detroit	np1
Arena	arena	np1
tilted	tilt	vvd
a	a	at1
young	young	jj
Quixote	quixote	nn1_np1
,	,	y
one	one	mc1
Sage	sage	nn1
.	.	y
Bravely	bravely	rr
the	the	at
youth	youth	nn1
attacked	attack	vvd_vvn
.	.	y
Idly	idly	rr
,	,	y
effortlessly	effortlessly	rr
,	,	y
swung	swing	vvd_vvn
the	the	at
arms	arm	nn2
of	of	io
Greb	greb	np1
,	,	y
click-clack	click-clack	nn1_jj
,	,	y
like	like	ii_jj@_rr%
flails	flail	nn2_vvz
that	that	cst_dd1
spin	spin	vv0_nn1
in	in	ii
the	the	at
wind	wind	nn1
.	.	y
Sage	sage	nn1
,	,	y
well-schooled	well-schooled	nn1_jj
in	in	ii
the	the	at
naked	naked	jj
tourney	tourney	nn1
of	of	io
this	this	dd1
latterday	latterday	nn1
,	,	y
postured	posture	vvd
,	,	y
lunged	lunge	vvd
,	,	y
but	but	ccb
when	when	rrq_cs
he	he	pphs1
set	set	vvd
himself	himself	ppx1
to	to	to
avoid	avoid	vvi
one	one	mc1
swinging	swing	jj_vvg
flail	flail	nn1
,	,	y
another	another	dd1
descended	descend	vvd_vvn
unseen	unseen	jj
,	,	y
caught	catch	vvd_vvn
him	him	ppho1
unchivalrous	unchivalrous	jj
buffets	buffet	nn2
.	.	y
For	for	if
twelve	twelve	mc
rounds	round	nn2
,	,	y
though	though	cs_rr@
out-pointed	out-pointed	vvn	
in	in	ii
every	every	at1
one	one	pn1_mc1
,	,	y
he	he	pphs1
kept	keep	vvd
returning	return	vvg
to	to	ii
the	the	at
hopeless	hopeless	jj
encounter	encounter	nn1
.	.	y
