@@254445	##	fo
The	the	at
first	first	md
Aerial	aerial	nn1_jj@
Dreadnought	dreadnought	nn1
is	be	vbz
being	be	vbg
built	build	vvn
for	for	if
the	the	at
British	british	jj
Air	air	nn1
Ministry	ministry	nn1
.	.	y
Some	some	dd
of	of	io
its	its	appge
main	main	jj
features	feature	nn2
include	include	vv0
living	living	jj_vvg_nn1
quarters	quarter	nn2
,	,	y
electric	electric	jj
illumination	illumination	nn1
,	,	y
an	an	at1
electric	electric	jj
capstan	capstan	nn1
controlling	control	vvg
a	a	at1
125-pound	125-pound	jj_nn1
anchor	anchor	nn1
,	,	y
two	two	mc
water-tight	water-tight	jj
transverse	transverse	jj_nn1
bulkheads	bulkhead	nn2
,	,	y
sleeping	sleeping	nn1
quarters	quarter	nn2
for	for	if
five	five	mc
,	,	y
a	a	at1
chart	chart	nn1
room	room	nn1
.	.	y
<P>	<p>	null	
The	the	at
full	full	jj
weight	weight	nn1
of	of	io
the	the	at
seaplane	seaplane	nn1
,	,	y
with	with	iw
full	full	jj
crew	crew	nn1
,	,	y
fuel	fuel	nn1
and	and	cc
two	two	mc
torpedoes	torpedo	nn2
,	,	y
each	each	dd1
weighing	weigh	nn1
3,000	3,000	mc
pounds	pound	nn2
,	,	y
will	will	vm
be	be	vbi
approximately	approximately	rr
9	9	mc
tons	ton	nnu2
.	.	y
The	the	at
torpedoes	torpedo	nn2
will	will	vm
be	be	vbi
carried	carry	vvn
under	under	ii
the	the	at
lower	low	jjr
wings	wing	nn2
and	and	cc
discharged	discharge	vvn
by	by	ii31
means	mean	ii32
of	of	ii33
a	a	at1
new	new	jj
type	type	nn1
of	of	io
releasing	release	vvg
gear	gear	nn1
.	.	y
