@@151867	##	fo
Last	last	md
week	week	nnt1
,	,	y
the	the	at
Senate	senate	nn1
of	of	io
North	north	nd1
Carolina	carolina	np1
rejected	reject	vvd
the	the	at
proposed	propose	jj
Child	child	nn1
Labor	labor	nn1
Amendment	amendment	nn1
to	to	ii
the	the	at
Constitution	constitution	nn1
.	.	y
This	this	dd1
makes	make	vvz
the	the	at
third	third	md
State	state	nn1_vv0
to	to	to
take	take	vvi
action	action	nn1
.	.	y
Florida	florida	np1_fw
has	have	vhz
rejected	reject	vvn
;	;	y
Arkansas	arkansas	np1
has	have	vhz
ratified	ratify	vvn
.	.	y
Since	since	cs_rr@
,	,	y
to	to	to
become	become	vvi
effective	effective	jj
,	,	y
three-quarters	three-quarters	mf
of	of	io
the	the	at
States	state	np1
must	must	vm
ratify	ratify	vvi
,	,	y
the	the	at
rejection	rejection	nn1
of	of	io
the	the	at
measure	measure	nn1
by	by	ii
eleven	eleven	mc
more	more	dar
States	state	nn2@
would	would	vm
defeat	defeat	vvi
it	it	pph1
.	.	y
But	but	ccb
,	,	y
as	as	rr21
yet	yet	rr22
,	,	y
the	the	at
business	business	nn1
of	of	io
State	state	nn1
consideration	consideration	nn1
has	have	vhz
been	be	vbn
only	only	rr
begun	begin	vvn
.	.	y
