@@220294	##	fo
At	at	ii
Syracuse	syracuse	np1
the	the	at
race	race	nn1
question	question	nn1
had	have	vhd
a	a	at1
brief	brief	jj
and	and	cc
inglorious	inglorious	jj
history	history	nn1
.	.	y
First	first	md
the	the	at
Senior	senior	jj
Council	council	nn1
had	have	vhd
a	a	at1
secret	secret	jj_nn1
meeting	meeting	nn1_vvg
to	to	to
take	take	vvi
up	up	rp_ii@
the	the	at
question	question	nn1
of	of	io
restricting	restrict	vvg
Jews	jew	nn2
.	.	y
Then	then	rt
someone	someone	pn1
gave	give	vvd
out	out	rp
a	a	at1
report	report	nn1
that	that	cst
the	the	at
Council	council	nn1
proposed	propose	vvd_vvn
to	to	to
recommend	recommend	vvi
the	the	at
limitation	limitation	nn1
of	of	io
Jewish	jewish	jj
students	student	nn2
.	.	y
Then	then	rt
Chancellor	chancellor	nnb
Flint	flint	np1
in	in	ii
a	a	at1
few	few	da2
eloquent	eloquent	jj
words	word	nn2
"	"	"
refused	refuse	vvd_vvn
to	to	to
comment	comment	vvi
.	.	y
"	"	"
Then	then	rt
the	the	at
Council	council	nn1
's	's	ge
Committee	committee	nn1
of	of	io
Three	three	mc
abandoned	abandon	vvd_vvn
a	a	at1
proposed	propose	jj
visit	visit	nn1
to	to	ii
the	the	at
Chancellor	chancellor	nn1
.	.	y
Then	then	rt
the	the	at
Council	council	nn1
decided	decide	vvd_vvn
that	that	cst
it	it	pph1
had	have	vhd
not	not	xx
"	"	"
unanimously	unanimously	rr
"	"	"
decided	decide	vvn_vvd
to	to	to
discourage	discourage	vvi
the	the	at
enrollment	enrollment	nn1
of	of	io
Jews	jew	nn2
.	.	y
Now	now	rt
the	the	at
Council	council	nn1
explains	explain	vvz
that	that	cst
the	the	at
report	report	nn1
of	of	io
its	its	appge
action	action	nn1
was	be	vbdz
entirely	entirely	rr
misleading	misleading	jj
and	and	cc
that	that	cst
it	it	pph1
was	be	vbdz
given	give	vvn
out	out	rp
as	as	ii
a	a	at1
breach	breach	nn1
of	of	io
confidence	confidence	nn1
,	,	y
anyway	anyway	rr
.	.	y
