@@219735	##	fo
Trade	trade	nn1
continued	continue	vvd_vvn
to	to	to
expand	expand	vvi
,	,	y
although	although	cs
money	money	nn1
rates	rate	nn2
and	and	cc
retail	retail	jj
prices	price	nn2
proved	prove	vvd_vvn
stable	stable	jj_nn1@
.	.	y
Production	production	nn1
figures	figure	nn2_vvz@
in	in	ii
several	several	da2
basic	basic	jj
industries	industry	nn2
established	establish	vvd_vvn
new	new	jj
records	record	nn2
and	and	cc
a	a	at1
distinct	distinct	jj
advance	advance	nn1
in	in	ii
wages	wage	nn2
was	be	vbdz
witnessed	witness	vvn
.	.	y
But	but	ccb
the	the	at
speculative	speculative	jj
market	market	nn1
for	for	if
securities	security	nn2
and	and	cc
staple	staple	vv0_nn1
commodities	commodity	nn2
proved	prove	vvd_vvn
quiescent	quiescent	jj
,	,	y
with	with	iw
the	the	at
declining	declining	jj
tendency	tendency	nn1
.	.	y
No	no	at
clear	clear	jj
signs	sign	nn2
of	of	io
general	general	jj_nn1
inflation	inflation	nn1
are	be	vbr
yet	yet	rr
apparent	apparent	jj
and	and	cc
business	business	nn1
men	man	nn2
in	in	rr21
general	general	rr22
are	be	vbr
exercising	exercise	vvg
an	an	at1
admirable	admirable	jj
caution	caution	nn1
in	in	ii31
regard	regard	ii32
to	to	ii33
the	the	at
future	future	nn1_jj
.	.	y
