@@301255	##	fo
Augustus	augustus	np1
John	john	np1
(	(	y
TIME	time	nnt1
,	,	y
April	april	npm1
14	14	mc
)	)	y
British	british	jj
portrait	portrait	nn1
painter	painter	nn1
,	,	y
arrived	arrive	vvd_vvn
in	in	ii
Manhattan	manhattan	np1
on	on	ii
the	the	at
Aquitania	aquitania	np1_nn1@
on	on	ii
April	april	npm1
11	11	mc
.	.	y
He	he	pphs1
refused	refuse	vvd
to	to	to
say	say	vvi
anything	anything	pn1
about	about	ii
American	american	jj
painters	painter	nn2
,	,	y
but	but	ccb
admitted	admit	vvd_vvn
that	that	cst
America	america	np1
produced	produce	vvd
the	the	at
finest	fine	jjt
modern	modern	jj
architecture	architecture	nn1
.	.	y
<P>	<p>	null	
John	john	np1
is	be	vbz
a	a	at1
tall	tall	jj
man	man	nn1
,	,	y
with	with	iw
tawny	tawny	jj
hair	hair	nn1
and	and	cc
a	a	at1
Van	van	np1
Dyke	dyke	np1
beard	beard	nn1
,	,	y
given	give	vvn
to	to	ii
bright	bright	jj
neckties	necktie	nn2
and	and	cc
tweed	tweed	nn1
suits	suit	nn2_vvz
.	.	y
In	in	ii
speaking	speak	vvg_nn1@
of	of	io
artists	artist	nn2
he	he	pphs1
said	say	vvd
:	:	y
"	"	"
I	i	ppis1
do	do	vd0
not	not	xx
think	think	vvi
that	that	dd1_cst
great	great	jj
artists	artist	nn2
or	or	cc
painters	painter	nn2
are	be	vbr
the	the	at
product	product	nn1
of	of	io
any	any	dd
combined	combine	jj
effort	effort	nn1
in	in	ii
a	a	at1
people	people	nn
to	to	to
produce	produce	vvi
a	a	at1
masterpiece	masterpiece	nn1
.	.	y
Great	great	jj
artists	artist	nn2
happen	happen	vv0
,	,	y
"	"	"
Of	of	io
himself	himself	ppx1
,	,	y
he	he	pphs1
said	say	vvd
,	,	y
"	"	"
I	i	ppis1
am	be	vbm
trying	try	vvg
to	to	to
carry	carry	vvi
on	on	rp
the	the	at
traditions	tradition	nn2
of	of	io
English	english	jj_nn1
painting	painting	nn1
.	.	y
"	"	"
