@@219974	##	fo
Although	although	cs
the	the	at
wedding	wedding	nn1
of	of	io
Prince	prince	nnb
Albert	albert	np1
with	with	iw
Lady	lady	nnb
Elizabeth	elizabeth	np1
Bowes-Lyon	bowes-lyon	np1	
is	be	vbz
not	not	xx
to	to	to
take	take	vvi
place	place	nn1
until	until	ii@_cs
April	april	npm1
26	26	mc
,	,	y
wedding	wedding	nn1
gifts	gift	nn2
are	be	vbr
beginning	begin	vvg
to	to	to
pour	pour	vvi
in	in	rp@
.	.	y
<P>	<p>	null	
The	the	at
King	king	nn1
is	be	vbz
presenting	present	vvg
the	the	at
young	young	jj
couple	couple	nn1
with	with	iw
a	a	at1
complete	complete	jj
set	set	nn1
of	of	io
house-	house--	jj_nn1
hold	hold	nn1
silver	silver	nn1
,	,	y
comprising	comprise	vvg
hundreds	hundreds	m
of	of	io
pieces	piece	nn2
.	.	y
The	the	at
Queen	queen	nn1
is	be	vbz
giving	give	vvg
jewels	jewel	nn2
to	to	ii
her	her	appge
prospective	prospective	jj
daughter-in-law	daughter-in-law	nn1
.	.	y
The	the	at
Prince	prince	nn1
of	of	io
Wales	wales	np1
'	'	ge
gift	gift	nn1
to	to	ii
the	the	at
future	future	jj_nn1
bride	bride	nn1
is	be	vbz
a	a	at1
set	set	nn1
of	of	io
sables	sable	nn2
,	,	y
composed	compose	vvd_vvn
of	of	io
the	the	at
rarest	rare	jjt
and	and	cc
finest	fine	jjt
pelts	pelt	nn2
.	.	y
The	the	at
blushing	blush	jj@_nn1@
bridegroom	bridegroom	nn1
will	will	vm
present	present	vvi
his	his	appge
prospective	prospective	jj
spouse	spouse	nn1
with	with	iw
a	a	at1
bracelet	bracelet	nn1
adorned	adorn	vvn_vvd
with	with	iw
gems	gem	nn2
.	.	y
From	from	ii
an	an	at1
unknown	unknown	jj
source	source	nn1
comes	come	vvz
a	a	at1
cheque	cheque	nn1
for	for	if
2,500	2,500	mc
,	,	y
which	which	ddq
is	be	vbz
now	now	rt
being	be	vbg
distributed	distribute	vvn
in	in	ii
London	london	np1
,	,	y
Glasgow	glasgow	np1
,	,	y
York	york	np1
,	,	y
Cardiff	cardiff	np1
and	and	cc
Belfast	belfast	np1
for	for	if
the	the	at
purpose	purpose	nn1
of	of	io
giving	give	vvg
poor	poor	jj
children	child	nn2
a	a	at1
good	good	jj
time	time	nnt1
on	on	ii
the	the	at
wedding	wedding	nn1
day	day	nnt1
.	.	y
