@@220226	##	fo
The	the	at
cloud	cloud	nn1
Ambassador	ambassador	nnb
Harvey	harvey	np1
created	create	vvd
by	by	ii
his	his	appge
speech	speech	nn1
at	at	ii
the	the	at
Pilgrims	pilgrim	nn2
'	'	ge
dinner	dinner	nn1
was	be	vbdz
soon	soon	rr
dissipated	dissipate	vvn
by	by	ii
his	his	appge
happy	happy	jj
allusions	allusion	nn2
to	to	ii
the	the	at
Prince	prince	nn1
of	of	io
Wales	wales	np1
at	at	ii
a	a	at1
dinner	dinner	nn1
given	give	vvn
by	by	ii
the	the	at
American	american	jj
University	university	nn1
Union	union	nn1
in	in	ii
London	london	np1
.	.	y
<P>	<p>	null	
To	to	ii
the	the	at
obvious	obvious	jj
discomfort	discomfort	nn1
of	of	io
Edward	edward	np1
,	,	y
but	but	ccb
to	to	ii
the	the	at
delight	delight	nn1
of	of	io
all	all	db
others	other	nn2
,	,	y
Mr.	mr.-	nnb
Harvey	harvey	np1
drew	draw	vvd
a	a	at1
comparison	comparison	nn1
between	between	ii
the	the	at
Prince	prince	nn1
who	who	pnqs
fought	fight	vvd
in	in	ii
France	france	np1
clad	clad	vvn
in	in	ii
black	black	jj
armor	armor	nn1
and	and	cc
the	the	at
Prince	prince	nn1
who	who	pnqs
fought	fight	vvd
there	there	rl
in	in	ii
khaki	khaki	jj_nn1@
;	;	y
from	from	ii
that	that	dd1@_cst
he	he	pphs1
proceeded	proceed	vvd
to	to	to
eulogize	eulogize	vvi
him	him	ppho1
as	as	csa_ii@
"	"	"
the	the	at
White	white	jj
Prince	prince	nn1
.	.	y
"	"	"
