@@219695	##	fo
According	according	ii21
to	to	ii22
German	german	jj_nn1
official	official	jj_nn1
figures	figure	nn2
,	,	y
50	50	mc
citizens	citizen	nn2
have	have	vh0
been	be	vbn
killed	kill	vvn
by	by	ii
the	the	at
French	french	nn1_jj
in	in	ii
what	what	ddq
the	the	at
press	press	nn1
describes	describe	vvz
as	as	ii
Three	three	mc
Months	month	nnt2
of	of	io
Ruhr	ruhr	np1
War	war	nn1
.	.	y
It	it	pph1
is	be	vbz
also	also	rr
stated	state	vvn_vvd
that	that	cst_dd1
only	only	rr
238,000	238,000	mc
tons	ton	nnu2
of	of	io
coal	coal	nn1
and	and	cc
coke	coke	nn1
were	be	vbdr
extracted	extract	vvn
from	from	ii
the	the	at
Ruhr	ruhr	np1
,	,	y
as	as	ii21
against	against	ii22
4,200,000	4,200,000	mc
tons	ton	nnu2
that	that	dd1_cst
would	would	vm
have	have	vhi
otherwise	otherwise	rr
been	be	vbn
paid	pay	vvn
on	on	ii31
account	account	ii32
of	of	ii33
reparations	reparation	nn2
.	.	y
