@@164151	##	fo
Within	within	ii
the	the	at
Reichstag	reichstag	np1
,	,	y
last	last	md
week	week	nnt1
,	,	y
a	a	at1
trustworthy	trustworthy	jj
thermometer	thermometer	nn1
stood	stand	vvd_vvn@
at	at	ii
100	100	mc
Fahrenheit	fahrenheit	np1_nn1_vv0
.	.	y
By	by	ii
unanimous	unanimous	jj
vote	vote	nn1_vv0
the	the	at
Deputies	deputy	nn2
adjourned	adjourn	vvn_vvd
until	until	ii@_cs
next	next	md
November	november	npm1
.	.	y
<P>	<p>	null	
Last	last	md
bill	bill	nn1
to	to	to
pass	pass	vvi
:	:	y
a	a	at1
sensational	sensational	jj
amnesty	amnesty	nn1
measure	measure	nn1_vv0
reducing	reduce	vvg
or	or	cc
abrogating	abrogate	vvg
the	the	at
sentences	sentence	nn2
of	of	io
more	more	dar
than	than	csn
5,000	5,000	mc
political	political	jj
prisoners	prisoner	nn2
.	.	y
Explanations	explanation	nn2
:	:	y
the	the	at
present	present	nn1_jj
newly	newly	rr
elected	elect	vvn_vvd@
Reichstag	reichstag	np1
(	(	y
TIME	time	nnt1
,	,	y
May	may	npm1
28	28	mc
;	;	y
July	july	npm1
9	9	mc
)	)	y
is	be	vbz
predominantly	predominantly	rr
Socialist	socialist	jj
,	,	y
as	as	csa
are	be	vbr
most	most	rrt@
of	of	io
the	the	at
politically	politically	rr
imprisoned	imprison	vvn_jj
.	.	y
