@@253613	##	fo
The	the	at
Dutch	dutch	jj
Senate	senate	nn1
voted	vote	vvn_vvd
against	against	ii
a	a	at1
bill	bill	nn1
prohibiting	prohibit	vvg_jj@
daylight	daylight	nn1
saving	save	ii@_nn1_vvg
time	time	nnt1
.	.	y
The	the	at
new	new	jj
time	time	nnt1
will	will	vm
probably	probably	rr
come	come	vvi
into	into	ii
effect	effect	nn1
on	on	ii
June	june	npm1
1	1	mc1
.	.	y
The	the	at
question	question	nn1
of	of	io
daylight	daylight	nn1
saving	save	nn1
was	be	vbdz
the	the	at
cause	cause	nn1
of	of	io
a	a	at1
hot	hot	jj
political	political	jj
dispute	dispute	nn1
between	between	ii
the	the	at
town	town	nn1
dwellers	dweller	nn2
and	and	cc
the	the	at
agrarians	agrarians	nn2
.	.	y
The	the	at
former	former	da
got	get	vvd_vvn
up	up	rp
petitions	petition	nn2
signed	sign	vvn
by	by	ii
long	long	jj
lists	list	nn2
of	of	io
people	people	nn
among	among	ii
whom	whom	pnqo
were	be	vbdr
many	many	da2
notables	notables	nn2
.	.	y
The	the	at
latter	latter	da
,	,	y
who	who	pnqs
are	be	vbr
very	very	rg
numerous	numerous	jj
,	,	y
obtained	obtain	vvd_vvn
the	the	at
support	support	nn1
of	of	io
the	the	at
Catholic	catholic	jj_nn1
Party	party	nn1
;	;	y
they	they	pphs2
declare	declare	vv0
that	that	dd1_cst
daylight	daylight	nn1
saving	save	ii@_nn1_vvg
time	time	nnt1
is	be	vbz
entirely	entirely	rr
unfavorable	unfavorable	jj
to	to	ii
farming	farming	nn1
.	.	y
It	it	pph1
is	be	vbz
clear	clear	jj
that	that	cst
the	the	at
Senate	senate	nn1
have	have	vh0
overridden	override	vvn
a	a	at1
majority	majority	nn1
demand	demand	nn1_vv0
in	in	ii
the	the	at
interests	interest	nn2
of	of	io
trade	trade	nn1
,	,	y
which	which	ddq
is	be	vbz
affected	affect	vvn
by	by	ii
Holland	holland	np1
's	's	ge
neighbors	neighbor	nn2
adopting	adopt	vvg
the	the	at
summer	summer	nnt1
time	time	nnt1
schedule	schedule	nn1
.	.	y
