@@254396	##	fo
The	the	at
American	american	jj
Minister	minister	nn1
to	to	ii
the	the	at
Chinese	chinese	jj
Republic	republic	nn1
,	,	y
Mr.	mr.-	nnb
Jacob	jacob	np1
Gould	gould	np1
Schurman	schurman	np1
,	,	y
formerly	formerly	rr
President	president	nn1
of	of	io
Cornell	cornell	np1
,	,	y
delivered	deliver	vvd_vvn
a	a	at1
smarting	smart	jj@
attack	attack	nn1
on	on	ii
the	the	at
instability	instability	nn1
of	of	io
the	the	at
Government	government	nn1
at	at	ii
a	a	at1
Washington	washington	np1
's	's	ge
Birthday	birthday	nn1
dinner	dinner	nn1
held	hold	vvn_vvd
in	in	ii
Peking	peking	np1
.	.	y
<P>	<p>	null	
He	he	pphs1
declared	declare	vvd
that	that	cst
China	china	np1
was	be	vbdz
more	more	rgr_rrr
divided	divided	jj_vvn
than	than	csn
ever	ever	rr
;	;	y
that	that	cst
she	she	pphs1
had	have	vhd
made	make	vvn
no	no	at
progress	progress	nn1
toward	toward	ii
financial	financial	jj
recovery	recovery	nn1
;	;	y
that	that	dd1_cst
,	,	y
while	while	cs
demobilization	demobilization	nn1
of	of	io
troops	troop	nn2
had	have	vhd
been	be	vbn
promised	promise	vvn
,	,	y
recruiting	recruiting	nn1_vvg
went	go	vvd
on	on	rp@_ii
actively	actively	rr
.	.	y
He	he	pphs1
considered	consider	vvd
China	china	np1
solvent	solvent	nn1
and	and	cc
capable	capable	jj
of	of	io
discharging	discharge	vvg
her	her	appge_ppho1
financial	financial	jj
obligations	obligation	nn2
.	.	y
