@@254144	##	fo
Driving	drive	vvg_jj
with	with	iw
his	his	appge
wife	wife	nn1
and	and	cc
sister	sister	nn1
,	,	y
Secretary	secretary	nn1
of	of	io
the	the	at
Navy	navy	nn1
Curtis	curtis	np1
Dwight	dwight	np1
Wilbur	wilbur	np1
noted	note	vvd
a	a	at1
brawl	brawl	nn1
along	along	ii_rp
a	a	at1
highway	highway	nn1
near	near	ii
Washington	washington	np1
,	,	y
D.	d.-	np1
C.	c.-a	np1
He	he	pphs1
leaped	leap	vvd
from	from	ii
his	his	appge
car	car	nn1
,	,	y
sprinted	sprint	vvd_vvn@
to	to	ii
the	the	at
scene	scene	nn1
of	of	io
action	action	nn1
,	,	y
separated	separate	vvn_jj_vvd@
three	three	mc
Negro	negro	nn1
caddies	caddy	nn2
of	of	io
the	the	at
Congressional	congressional	jj
Club	club	nn1
.	.	y
But	but	ccb
his	his	appge
arrival	arrival	nn1
was	be	vbdz
too	too	rg
late	late	jj
to	to	to
prevent	prevent	vvi
the	the	at
fracturing	fracture	nn1
of	of	io
one	one	pn1_mc1
little	little	da1_jj
Negro	negro	nn1
's	's	ge
skull	skull	nn1
by	by	ii
a	a	at1
bigger	big	jjr
Negro	negro	nn1
with	with	iw
a	a	at1
stick	stick	nn1
.	.	y
Secretary	secretary	np1@
Wilbur	wilbur	np1
rushed	rush	vvd
the	the	at
injured	injure	jj
lad	lad	nn1
to	to	ii
the	the	at
Congressional	congressional	jj
Club	club	nn1
for	for	if
medical	medical	jj
attention	attention	nn1
.	.	y
