@@299886	##	fo
Fifty	fifty	mc
thousand	thousand	m
people	people	nn
sat	sit	vvd
in	in	ii
New	new	np1
York	york	np1
City	city	nn1
's	's	ge
Yankee	yankee	nn1
Stadium	stadium	nn1
,	,	y
where	where	cs_rrq
50,000	50,000	mc
people	people	nn
have	have	vh0
sat	sit	vvn
before	before	ii_cs_rt@
and	and	cc
will	will	vm
sit	sit	vvi
again	again	rt
.	.	y
The	the	at
sky	sky	nn1
was	be	vbdz
blue	blue	jj
,	,	y
the	the	at
crowd	crowd	nn1
was	be	vbdz
happy	happy	jj
.	.	y
It	it	pph1
was	be	vbdz
a	a	at1
Sunday	sunday	npd1
ball	ball	nn1
game	game	nn1
.	.	y
Suddenly	suddenly	rr
,	,	y
without	without	iw
warning	warning	nn1
,	,	y
clouds	cloud	nn2
appeared	appear	vvd
,	,	y
thunder	thunder	nn1
clapped	clap	vvd
,	,	y
rain	rain	nn1
poured	pour	vvd_vvn
down	down	rp
.	.	y
Straw	straw	nn1
hats	hat	nn2
,	,	y
spring	spring	nn1_vv0@
clothes	clothes	nn2
were	be	vbdr
in	in	ii
danger	danger	nn1
.	.	y
The	the	at
bleacherites	bleacherites	nn2
arose	arise	vvd
en	en	rr21
masse	masse	rr22
and	and	cc
rushed	rush	vvn_vvd
for	for	if
the	the	at
wire-lined	wire-lined	jj_nn1	
exits	exit	nn2_vvz
.	.	y
The	the	at
exits	exit	nn2
were	be	vbdr
small	small	jj
,	,	y
the	the	at
rushers	rusher	nn2
many	many	da2
.	.	y
In	in	ii
the	the	at
right-field	right-field	jj_nn1
bleacher	bleacher	nn1
section	section	nn1
,	,	y
called	call	vvd@_vvn
"	"	"
Ruthville	ruthville	np1	
"	"	"
because	because	cs
George	george	np1
Herman	herman	np1
(	(	y
"	"	"
Babe	babe	nn1
"	"	"
)	)	y
Ruth	ruth	np1
knocks	knock	nn2_vvz%
most	most	dat
of	of	io
his	his	appge_ppge@
homeruns	homerun	nn2_vvz	
there	there	rl
,	,	y
a	a	at1
young	young	jj
girl	girl	nn1
and	and	cc
an	an	at1
old	old	jj
man	man	nn1
were	be	vbdr
trampled	trample	vvn
to	to	ii
death	death	nn1
,	,	y
62	62	mc
others	other	nn2
injured	injure	vvd_vvn
.	.	y
