@@220333	##	fo
The	the	at
British	british	jj
Commonwealth	commonwealth	nn1
of	of	io
Nations	nation	nn2
is	be	vbz
"	"	"
in	in	rp@
for	for	if
it	it	pph1
,	,	y
"	"	"
to	to	to
use	use	vvi
a	a	at1
colloquialism	colloquialism	nn1
,	,	y
if	if	cs
Grigori	grigori	np1	
Zinoviev	zinoviev	np1
,	,	y
fierce	fierce	jj
Bolshevik	bolshevik	jj_nn1
spirit	spirit	nn1
,	,	y
is	be	vbz
to	to	to
be	be	vbi
believed	believe	vvn
.	.	y
Said	say	vvd
he	he	pphs1
in	in	ii
Moscow	moscow	np1
:	:	y
"	"	"
England	england	np1
is	be	vbz
now	now	rt
the	the	at
chief	chief	jj_nn1
task	task	nn1
of	of	io
the	the	at
Communist	communist	jj
International	international	jj
.	.	y
If	if	cs
we	we	ppis2
succeed	succeed	vv0
in	in	ii_rp@
creating	create	vvg
a	a	at1
mass	mass	jj
Communist	communist	jj
party	party	nn1
there	there	rl
,	,	y
half	half	db
the	the	at
European	european	jj
victory	victory	nn1
will	will	vm
have	have	vhi
been	be	vbn
achieved	achieve	vvn
.	.	y
We	we	ppis2
must	must	vm
not	not	xx
set	set	vvi
too	too	rg
low	low	rr@_jj
a	a	at1
value	value	nn1
on	on	ii
what	what	ddq
is	be	vbz
going	go	vvg
on	on	rp@
in	in	ii
England	england	np1
.	.	y
We	we	ppis2
must	must	vm
organize	organize	vvi
a	a	at1
daily	daily	jj_rr
Communist	communist	jj
paper	paper	nn1
and	and	cc
create	create	vvi
a	a	at1
left	left	jj
flank	flank	nn1
of	of	io
trades	trade	nn2
unions	union	nn2
.	.	y
We	we	ppis2
must	must	vm
set	set	vvi
to	to	to@_ii
work	work	vvi_nn1
in	in	ii
the	the	at
British	british	jj
colonies	colony	nn2
.	.	y
"	"	"
