@@163235	##	fo
Officials	official	nn2
of	of	io
the	the	at
Holy	holy	jj
See	see	nn1@
denied	deny	vvd_vvn
,	,	y
last	last	md
week	week	nnt1
,	,	y
persistent	persistent	jj
rumors	rumor	nn2
that	that	cst
His	his	appge
most	most	rgt
Catholic	catholic	jj
Majesty	majesty	nn1
,	,	y
King	king	nnb
Alfonso	alfonso	np1
XIII	xiii	mc
of	of	io
Spain	spain	np1
has	have	vhz
sought	seek	vvn
annulment	annulment	nn1
of	of	io
his	his	appge
marriage	marriage	nn1
with	with	iw
Queen	queen	nnb
Victoria	victoria	np1
Eugnie	eugnie	np1
(	(	y
TIME	time	nnt1
,	,	y
May	may	npm1
14	14	mc
)	)	y
.	.	y
<P>	<p>	null	
At	at	ii
the	the	at
Vatican	vatican	np1
it	it	pph1
was	be	vbdz
additionally	additionally	rr
stated	state	vvn_vvd
that	that	cst
if	if	cs
a	a	at1
royal	royal	jj
annulment	annulment	nn1
were	be	vbdr
being	be	vbg
sought	seek	vvn
the	the	at
matter	matter	nn1
would	would	vm
be	be	vbi
dealt	deal	vvn
with	with	iw
in	in	ii
direct	direct	jj
and	and	cc
secret	secret	jj
communications	communication	nn2
between	between	ii
the	the	at
Sovereigns	sovereign	nn2
concerned	concerned	jj
and	and	cc
the	the	at
Supreme	supreme	jj
Pontiff	pontiff	nn1_np1
,	,	y
thus	thus	rr
precluding	preclude	vvg
the	the	at
leakage	leakage	nn1
of	of	io
rumors	rumor	nn2
which	which	ddq
might	might	vm
occur	occur	vvi
if	if	csw@_cs
the	the	at
case	case	nn1
were	be	vbdr
passed	pass	vvn
upon	upon	ii
by	by	ii
the	the	at
usual	usual	jj
Tribunal	tribunal	nn1
of	of	io
the	the	at
Sacred	sacred	jj
Rota	rota	nn1
.	.	y
As	as	csa
everyone	everyone	pn1
knows	know	vvz
,	,	y
all	all	db_rr@
royal	royal	jj
marriages	marriage	nn2
are	be	vbr
solemnized	solemnize	vvn@
with	with	iw
such	such	da
exceptional	exceptional	jj
precautions	precaution	nn2
that	that	cst_dd1
to	to	to
find	find	vvi
a	a	at1
flaw	flaw	nn1
justifying	justify	vvg
a	a	at1
declaration	declaration	nn1
of	of	io
nullity	nullity	nn1
is	be	vbz
in	in	ii
most	most	dat
cases	case	nn2
impossible	impossible	jj
.	.	y
