@@163375	##	fo
In	in	ii31
answer	answer	ii32
to	to	ii33
26	26	mc
motions	motion	nn2
to	to	to
revoke	revoke	vvi
or	or	cc
modify	modify	vvi
the	the	at
Government	government	nn1
fiscal	fiscal	jj
reforms	reform	nn2
,	,	y
Chancellor	chancellor	nnb
Wilhelm	wilhelm	np1
Marx	marx	np1
again	again	rt
told	tell	vvd_vvn
the	the	at
Reichstag	reichstag	np1
that	that	cst
it	it	pph1
would	would	vm
be	be	vbi
dissolved	dissolve	vvn
if	if	cs_csw@
it	it	pph1
interfered	interfere	vvd_vvn
with	with	iw
the	the	at
Government	government	nn1
's	's	ge
power	power	nn1
now	now	rt
being	be	vbg
exercised	exercise	vvn
under	under	ii
a	a	at1
constitutional	constitutional	jj
amendment	amendment	nn1
.	.	y
Speaking	speak	vvg
in	in	ii
the	the	at
low	low	jj_nn1@
,	,	y
slow	slow	jj_rr@_vv0@
,	,	y
even	even	rr
tones	tone	nn2
for	for	if
which	which	ddq
he	he	pphs1
is	be	vbz
noted	note	vvn
,	,	y
the	the	at
Chancellor	chancellor	nn1
said	say	vvd
the	the	at
Government	government	nn1
had	have	vhd
saved	save	vvn
the	the	at
nation	nation	nn1
from	from	ii
the	the	at
horrors	horror	nn2
which	which	ddq
further	far	jjr@_rrr
depreciation	depreciation	nn1
of	of	io
the	the	at
mark	mark	nn1
would	would	vm
have	have	vhi
brought	bring	vvn
.	.	y
He	he	pphs1
warned	warn	vvd
the	the	at
Reichstag	reichstag	np1
that	that	cst_dd1
tampering	tamper	vvg_nn1@
with	with	iw
the	the	at
Government	government	nn1
's	's	ge
decrees	decree	nn2
would	would	vm
undo	undo	vvi
the	the	at
good	good	jj
work	work	nn1
and	and	cc
start	start	vvi
Germany	germany	np1
off	off	rp
in	in	ii
a	a	at1
mad	mad	jj
career	career	nn1
down	down	ii@_rp
the	the	at
abyss	abyss	nn1
of	of	io
inflation	inflation	nn1
.	.	y
<P>	<p>	null	
Foreign	foreign	jj
Minister	minister	nn1
Gustav	gustav	np1
Stresemann	stresemann	np1
,	,	y
in	in	ii
a	a	at1
speech	speech	nn1
to	to	ii
the	the	at
Reichstag	reichstag	np1
,	,	y
sounded	sound	vvd_vvn
a	a	at1
new	new	jj
tune	tune	nn1
on	on	ii
an	an	at1
old	old	jj
trumpet	trumpet	nn1
by	by	ii
remarking	remark	vvg
that	that	cst
"	"	"
the	the	at
quickest	quickest	jjt
solution	solution	nn1
of	of	io
the	the	at
reparations	reparation	nn2
problem	problem	nn1
is	be	vbz
the	the	at
solution	solution	nn1
that	that	cst_dd1
suits	suit	vvz
us	us	ppio2
best	best	rrt_vv0%
.	.	y
"	"	"
