@@220571	##	fo
Wheat	wheat	nn1
jumped	jump	vvd_vvn@
from	from	ii
2	2	mc
to	to	ii
3	3	mc
?	?	y
a	a	at1
bushel	bushel	nn1
in	in	ii
Chicago	chicago	np1
's	's	ge
Pit	pit	nn1
last	last	md
week	week	nnt1
on	on	ii
rumor	rumor	nn1
that	that	cst
Russia	russia	np1
,	,	y
wheat	wheat	nn1
exporting	export	nn1_vvg
land	land	nn1
,	,	y
had	have	vhd
bought	buy	vvn
8,000,000	8,000,000	mc
bushels	bushel	vvz_nn2
cash	cash	nn1_vv0@
grain	grain	nn1
in	in	ii
a	a	at1
few	few	da2
days	day	nnt2
and	and	cc
was	be	vbdz
in	in	ii
the	the	at
market	market	nn1
for	for	if
more	more	dar_rrr
.	.	y
An	an	at1
international	international	jj
grain	grain	nn1
house	house	nn1
of	of	io
the	the	at
first	first	md
magnitude	magnitude	nn1
refused	refuse	vvd_vvn
to	to	to
be	be	vbi
quoted	quote	vvn
by	by	ii
name	name	nn1
in	in	ii
its	its	appge
comment	comment	nn1
:	:	y
<P>	<p>	null	
"	"	"
The	the	at
report	report	nn1
was	be	vbdz
exact	exact	jj
except	except	cs_ii
in	in	ii
three	three	mc
particulars	particular	nn2
.	.	y
It	it	pph1
was	be	vbdz
not	not	xx
Russia	russia	np1
but	but	ccb
Germany	germany	np1
.	.	y
It	it	pph1
was	be	vbdz
not	not	xx
8,000,000	8,000,000	mc
bushels	bushel	nn2
but	but	ccb
8,000	8,000	mc
.	.	y
It	it	pph1
was	be	vbdz
not	not	xx
wheat	wheat	nn1
but	but	ccb
hops	hop	nn2
"	"	"
(	(	y
see	see	vv0
RUSSIA	russia	np1
)	)	y
.	.	y
