@@299888	##	fo
Chairman	chairman	nn1
Hubert	hubert	np1
Work	work	nn1
of	of	io
the	the	at
Republican	republican	nn1_jj@
National	national	jj
Committee	committee	nn1
paused	pause	vvd_vvn@
in	in	ii_rp@
his	his	appge
inspection	inspection	nn1
of	of	io
old	old	jj
Paris	paris	np1
churches	church	nn2
last	last	md
week	week	nnt1
long	long	rr
enough	enough	rr_dd
to	to	to
reveal	reveal	vvi
his	his	appge
solution	solution	nn1
of	of	io
an	an	at1
ancient	ancient	jj
political	political	jj
problem	problem	nn1
.	.	y
To	to	to
run	run	vvi
Republican	republican	nn1_jj@
campaigns	campaign	nn2
"	"	"
without	without	iw
resorting	resort	vvg
to	to	to
empty	empty	vvi
promises	promise	nn2
or	or	cc
breaths	breath	nn2
of	of	io
scandal	scandal	nn1
"	"	"
Dr.	dr.-i	nnb
Work	work	np1
will	will	vm
remove	remove	vvi
his	his	appge
activities	activity	nn2
from	from	ii
Washington	washington	np1
,	,	y
population	population	nn1
centre	center	nn1
of	of	io
politicians	politician	nn2
,	,	y
and	and	cc
occupy	occupy	vv0
rented	rent	jj@
offices	office	nn2
in	in	ii
Denver	denver	np1
(	(	y
his	his	appge
home	home	nn1
)	)	y
.	.	y
From	from	ii
these	these	dd2
he	he	pphs1
is	be	vbz
prepared	prepare	vvn
to	to	to
start	start	vvi
the	the	at
Hoover	hoover	nn1
second-term	second-term	nn1_jj	
movement	movement	nn1
at	at	rr21
once	once	rr22
.	.	y
